0 [0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]
700 [4.88e-01, 2.23e-05, 3.17e-01, 7.24e-06, 2.31e-01, 6.68e-05, 3.09e-02, 6.10e-04, 6.78e-04, 8.57e-04, 7.87e-04, 1.12e-03]
1400 [5.86e-01, 1.40e-04, 5.27e-02, 6.89e-03, 1.27e-04, 1.68e-04, 7.12e-04, 1.18e-04, 4.34e-04, 1.68e-03, 7.06e-04, 3.61e-03]
2100 [4.66e-01, 2.46e-04, 2.80e-04, 6.75e-03, 4.45e-04, 1.29e-04, 8.71e-04, 8.98e-05, 4.70e-04, 2.28e-03, 5.75e-04, 4.63e-03]
2800 [3.41e-01, 1.39e-04, 1.12e-04, 6.26e-03, 3.55e-04, 2.42e-05, 5.69e-04, 9.39e-05, 6.63e-04, 2.69e-03, 5.32e-04, 4.88e-03]
3500 [2.38e-01, 2.67e-04, 2.44e-04, 3.79e-03, 2.61e-04, 1.34e-04, 4.72e-04, 1.97e-04, 6.41e-04, 2.88e-03, 5.16e-04, 4.64e-03]
4200 [1.66e-01, 6.52e-04, 6.54e-04, 4.34e-03, 1.33e-04, 7.65e-04, 6.88e-04, 3.78e-04, 6.01e-04, 3.08e-03, 5.08e-04, 4.73e-03]
4900 [1.16e-01, 4.07e-04, 1.81e-03, 4.07e-03, 1.60e-03, 3.05e-04, 4.12e-04, 4.96e-04, 5.71e-04, 3.22e-03, 5.03e-04, 4.82e-03]
5600 [5.08e-02, 9.83e-04, 4.82e-04, 5.05e-03, 4.82e-04, 2.28e-04, 1.85e-05, 3.91e-04, 6.05e-04, 3.76e-03, 4.97e-04, 4.91e-03]
6300 [2.03e-02, 1.76e-03, 3.62e-04, 4.71e-03, 1.41e-04, 4.90e-04, 2.26e-04, 1.84e-04, 5.66e-04, 3.96e-03, 4.80e-04, 4.40e-03]
7000 [1.58e-02, 5.66e-03, 1.04e-03, 3.14e-03, 1.07e-03, 2.31e-04, 4.80e-04, 3.28e-04, 5.15e-04, 3.97e-03, 4.74e-04, 3.88e-03]
7700 [1.52e-02, 9.43e-03, 6.16e-04, 7.32e-04, 2.62e-04, 6.28e-06, 5.64e-04, 7.38e-06, 4.78e-04, 4.12e-03, 4.76e-04, 3.39e-03]
8400 [1.18e-02, 1.14e-02, 7.44e-05, 4.10e-04, 2.95e-04, 6.06e-05, 3.13e-04, 4.31e-05, 4.49e-04, 4.23e-03, 4.86e-04, 3.29e-03]
9100 [8.33e-03, 1.10e-02, 2.60e-03, 9.83e-06, 2.59e-03, 3.14e-04, 1.04e-03, 3.87e-04, 4.18e-04, 3.93e-03, 4.96e-04, 3.16e-03]
