17500 [1.37e-01, 1.08e-01, 1.19e+00, 7.17e-01]
17850 [1.37e-01, 1.09e-01, 1.21e+00, 7.26e-01]
18200 [1.38e-01, 1.09e-01, 1.22e+00, 7.35e-01]
18550 [1.37e-01, 1.08e-01, 1.24e+00, 7.44e-01]
18900 [1.38e-01, 1.09e-01, 1.25e+00, 7.53e-01]
19250 [1.38e-01, 1.09e-01, 1.26e+00, 7.62e-01]
19600 [1.38e-01, 1.09e-01, 1.28e+00, 7.70e-01]
19950 [1.38e-01, 1.09e-01, 1.29e+00, 7.78e-01]
20300 [1.38e-01, 1.10e-01, 1.30e+00, 7.86e-01]
20650 [1.38e-01, 1.10e-01, 1.31e+00, 7.94e-01]
21000 [1.39e-01, 1.10e-01, 1.33e+00, 8.02e-01]
21350 [1.38e-01, 1.10e-01, 1.34e+00, 8.09e-01]
21700 [1.39e-01, 1.11e-01, 1.35e+00, 8.17e-01]
22050 [1.39e-01, 1.11e-01, 1.36e+00, 8.24e-01]
22400 [1.39e-01, 1.11e-01, 1.37e+00, 8.30e-01]
22750 [1.39e-01, 1.11e-01, 1.38e+00, 8.37e-01]
23100 [1.39e-01, 1.11e-01, 1.39e+00, 8.43e-01]
23450 [1.39e-01, 1.11e-01, 1.40e+00, 8.50e-01]
23800 [1.39e-01, 1.11e-01, 1.42e+00, 8.56e-01]
24150 [1.39e-01, 1.11e-01, 1.43e+00, 8.62e-01]
24500 [1.39e-01, 1.10e-01, 1.43e+00, 8.65e-01]
24850 [1.39e-01, 1.11e-01, 1.44e+00, 8.71e-01]
25200 [1.39e-01, 1.11e-01, 1.45e+00, 8.77e-01]
25550 [1.40e-01, 1.12e-01, 1.46e+00, 8.83e-01]
25900 [1.40e-01, 1.12e-01, 1.47e+00, 8.88e-01]
26250 [1.40e-01, 1.12e-01, 1.48e+00, 8.94e-01]
26600 [1.40e-01, 1.12e-01, 1.49e+00, 8.99e-01]
26950 [1.40e-01, 1.12e-01, 1.49e+00, 9.04e-01]
27300 [1.40e-01, 1.12e-01, 1.50e+00, 9.10e-01]
27650 [1.40e-01, 1.12e-01, 1.51e+00, 9.15e-01]
28000 [1.40e-01, 1.13e-01, 1.52e+00, 9.19e-01]
28350 [1.40e-01, 1.13e-01, 1.53e+00, 9.24e-01]
28700 [1.40e-01, 1.13e-01, 1.54e+00, 9.29e-01]
29050 [1.40e-01, 1.13e-01, 1.54e+00, 9.34e-01]
29400 [1.40e-01, 1.13e-01, 1.55e+00, 9.38e-01]
29750 [1.40e-01, 1.12e-01, 1.56e+00, 9.43e-01]
30100 [1.39e-01, 1.10e-01, 1.54e+00, 9.39e-01]
30450 [1.40e-01, 1.13e-01, 1.55e+00, 9.42e-01]
30800 [1.41e-01, 1.13e-01, 1.55e+00, 9.45e-01]
31150 [1.41e-01, 1.14e-01, 1.56e+00, 9.49e-01]
31500 [1.41e-01, 1.14e-01, 1.57e+00, 9.54e-01]
31850 [1.41e-01, 1.13e-01, 1.58e+00, 9.57e-01]
32200 [1.41e-01, 1.13e-01, 1.58e+00, 9.60e-01]
32550 [1.41e-01, 1.13e-01, 1.59e+00, 9.65e-01]
32900 [1.41e-01, 1.13e-01, 1.60e+00, 9.68e-01]
33250 [1.41e-01, 1.13e-01, 1.60e+00, 9.72e-01]
33600 [1.41e-01, 1.13e-01, 1.61e+00, 9.76e-01]
33950 [1.41e-01, 1.14e-01, 1.62e+00, 9.79e-01]
34300 [1.41e-01, 1.14e-01, 1.63e+00, 9.83e-01]
34650 [1.41e-01, 1.14e-01, 1.63e+00, 9.87e-01]
35000 [1.41e-01, 1.14e-01, 1.64e+00, 9.91e-01]
