# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 2.620015047791423007e-03 1.640284493227070484e-02 8.107735825553272907e-03 4.080400000000000264e-12 2.937639999999999587e-11 2.620548094621276136e-01 2.671259877480043274e-02 2.620015047791423007e-03 1.640284493227070484e-02 8.107735825553272907e-03 4.080400000000000264e-12 2.937639999999999587e-11 2.620548094621276136e-01 2.671259877480043274e-02
3.500000000000000000e+02 1.309156092759404229e-03 4.681305039493957772e-03 1.370731340043551726e-04 4.024430481829740336e-07 1.301769381631840967e-04 1.821367225343993850e-03 1.022283123415808175e-02 1.309156092759404229e-03 4.681305039493957772e-03 1.370731340043551726e-04 4.024430481829740336e-07 1.301769381631840967e-04 1.821367225343993850e-03 1.022283123415808175e-02
7.000000000000000000e+02 9.161319457639933127e-04 4.293626325516081144e-03 5.636813308585160529e-04 6.414298993166083670e-07 1.827723106932507401e-04 8.982443110055411727e-04 7.255664690776197738e-03 9.161319457639933127e-04 4.293626325516081144e-03 5.636813308585160529e-04 6.414298993166083670e-07 1.827723106932507401e-04 8.982443110055411727e-04 7.255664690776197738e-03
1.050000000000000000e+03 8.768394172629860161e-04 4.230731100107049981e-03 7.915944890717430214e-04 8.290678295840781444e-07 1.766577293582669646e-04 7.446940112381055616e-04 6.609673593613636482e-03 8.768394172629860161e-04 4.230731100107049981e-03 7.915944890717430214e-04 8.290678295840781444e-07 1.766577293582669646e-04 7.446940112381055616e-04 6.609673593613636482e-03
1.400000000000000000e+03 8.656204501779243398e-04 3.915745942977931840e-03 1.135886707117305912e-03 8.317737885112672003e-07 1.581103270204286290e-04 6.917392708326411703e-04 5.985238145456004376e-03 8.656204501779243398e-04 3.915745942977931840e-03 1.135886707117305912e-03 8.317737885112672003e-07 1.581103270204286290e-04 6.917392708326411703e-04 5.985238145456004376e-03
1.750000000000000000e+03 7.441959099028327800e-04 3.583566604420139641e-03 1.423361336727407833e-03 9.374786605380582087e-07 1.510309846130474757e-04 5.947535833618652727e-04 5.393531239968745415e-03 7.441959099028327800e-04 3.583566604420139641e-03 1.423361336727407833e-03 9.374786605380582087e-07 1.510309846130474757e-04 5.947535833618652727e-04 5.393531239968745415e-03
2.100000000000000000e+03 7.040205132569730267e-04 3.278178449736849839e-03 1.664981880023317078e-03 8.785755208632481996e-07 1.338611995549161685e-04 5.521086819931895085e-04 4.943783973829687234e-03 7.040205132569730267e-04 3.278178449736849839e-03 1.664981880023317078e-03 8.785755208632481996e-07 1.338611995549161685e-04 5.521086819931895085e-04 4.943783973829687234e-03
2.450000000000000000e+03 6.536149456066182428e-04 2.895327025095812204e-03 1.852695504640927910e-03 7.205651688596760733e-07 1.190045749599112933e-04 5.043294244142323577e-04 4.432469795880026459e-03 6.536149456066182428e-04 2.895327025095812204e-03 1.852695504640927910e-03 7.205651688596760733e-07 1.190045749599112933e-04 5.043294244142323577e-04 4.432469795880026459e-03
2.800000000000000000e+03 5.885593118039346688e-04 2.597885073871188111e-03 1.999193299740592393e-03 7.113698120922535905e-07 1.056383428750591494e-04 4.519910687829055353e-04 3.989606524891460733e-03 5.885593118039346688e-04 2.597885073871188111e-03 1.999193299740592393e-03 7.113698120922535905e-07 1.056383428750591494e-04 4.519910687829055353e-04 3.989606524891460733e-03
3.150000000000000000e+03 5.700132334674458618e-04 2.330094776994870356e-03 2.087253752003539152e-03 6.014735069787222294e-07 9.215444990913918564e-05 4.199135877717348779e-04 3.594093587939583764e-03 5.700132334674458618e-04 2.330094776994870356e-03 2.087253752003539152e-03 6.014735069787222294e-07 9.215444990913918564e-05 4.199135877717348779e-04 3.594093587939583764e-03
