# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.439840549524021079e-03 4.697676591113227051e-02 6.207371064371292957e-04 1.955907909734001457e-02 1.932100000000000219e-12 1.632160000000000105e-11 1.512900000000000276e-10 1.260250000000000068e-09 5.618703681483568912e-01 3.441829564927219587e-01 1.005216629515488513e+00 3.060877957697040852e+00 1.439840549524021079e-03 4.697676591113227051e-02 6.207371064371292957e-04 1.955907909734001457e-02 1.932100000000000219e-12 1.632160000000000105e-11 1.512900000000000276e-10 1.260250000000000068e-09 5.618703681483568912e-01 3.441829564927219587e-01 1.005216629515488513e+00 3.060877957697040852e+00
3.500000000000000000e+02 9.547207546186631776e-04 5.662568052954395845e-03 2.105073538809064046e-02 4.769140020009564329e-02 4.716691895612334964e-09 7.800949490055506796e-06 2.726438992232583939e-04 2.614653969876199954e-03 3.631860740950079280e-03 2.618289991672394148e-03 1.368175524849768628e-02 1.618353344180278180e-02 9.547207546186631776e-04 5.662568052954395845e-03 2.105073538809064046e-02 4.769140020009564329e-02 4.716691895612334964e-09 7.800949490055506796e-06 2.726438992232583939e-04 2.614653969876199954e-03 3.631860740950079280e-03 2.618289991672394148e-03 1.368175524849768628e-02 1.618353344180278180e-02
7.000000000000000000e+02 1.069970494703759677e-03 3.786009162978709857e-03 1.985887025451468432e-02 5.005635138766872938e-02 1.827781260694014901e-07 5.712597273088528398e-06 2.124892823557293783e-04 2.737250023490014721e-03 2.855661326119876987e-03 2.744949999608650628e-03 1.143663974192320534e-02 1.746219234681530008e-02 1.069970494703759677e-03 3.786009162978709857e-03 1.985887025451468432e-02 5.005635138766872938e-02 1.827781260694014901e-07 5.712597273088528398e-06 2.124892823557293783e-04 2.737250023490014721e-03 2.855661326119876987e-03 2.744949999608650628e-03 1.143663974192320534e-02 1.746219234681530008e-02
1.050000000000000000e+03 1.116311760946687428e-03 4.006869823324100445e-03 1.805362628952565662e-02 5.337419783486384989e-02 8.456050296075390731e-07 1.196722613402369754e-06 2.422707672762074366e-04 2.662404407394342379e-03 2.437157339506410957e-03 1.833210827137048355e-03 9.972466608859595696e-03 1.569442580638740620e-02 1.116311760946687428e-03 4.006869823324100445e-03 1.805362628952565662e-02 5.337419783486384989e-02 8.456050296075390731e-07 1.196722613402369754e-06 2.422707672762074366e-04 2.662404407394342379e-03 2.437157339506410957e-03 1.833210827137048355e-03 9.972466608859595696e-03 1.569442580638740620e-02
1.400000000000000000e+03 1.159712875734274186e-03 4.006630548199988616e-03 1.801332270740711033e-02 5.391991944756149152e-02 3.664109907940686666e-07 3.782957886245899854e-07 2.702378701084234575e-04 2.687778110857497703e-03 2.183589686472671345e-03 1.700424228861796127e-03 8.893016916785966702e-03 1.555392424696502157e-02 1.159712875734274186e-03 4.006630548199988616e-03 1.801332270740711033e-02 5.391991944756149152e-02 3.664109907940686666e-07 3.782957886245899854e-07 2.702378701084234575e-04 2.687778110857497703e-03 2.183589686472671345e-03 1.700424228861796127e-03 8.893016916785966702e-03 1.555392424696502157e-02
1.750000000000000000e+03 1.190873739625493725e-03 3.932374296077449649e-03 1.765904762181365675e-02 5.437142993260190432e-02 4.591830007293070570e-07 4.417630460348299862e-07 2.683510286082930411e-04 2.701485859004907567e-03 2.039811849850102065e-03 1.701147404450829024e-03 8.728265382196157343e-03 1.550682790815435981e-02 1.190873739625493725e-03 3.932374296077449649e-03 1.765904762181365675e-02 5.437142993260190432e-02 4.591830007293070570e-07 4.417630460348299862e-07 2.683510286082930411e-04 2.701485859004907567e-03 2.039811849850102065e-03 1.701147404450829024e-03 8.728265382196157343e-03 1.550682790815435981e-02
2.100000000000000000e+03 1.206898330126670660e-03 3.940986552560624481e-03 1.734565366597259906e-02 5.481830927965559985e-02 4.059137706872716581e-07 2.682215279238924350e-07 2.704251481032076765e-04 2.683361668470187183e-03 1.927614407489588967e-03 1.668432692513518176e-03 8.723517395619714149e-03 1.529315412405212252e-02 1.206898330126670660e-03 3.940986552560624481e-03 1.734565366597259906e-02 5.481830927965559985e-02 4.059137706872716581e-07 2.682215279238924350e-07 2.704251481032076765e-04 2.683361668470187183e-03 1.927614407489588967e-03 1.668432692513518176e-03 8.723517395619714149e-03 1.529315412405212252e-02
2.450000000000000000e+03 1.217819152412057777e-03 3.782041156579636285e-03 1.727610327597253054e-02 5.504507879584351338e-02 3.605208287529390623e-07 2.951663279346036926e-07 2.600334788051113992e-04 2.700599394906401125e-03 1.803793169373711170e-03 1.619408126683611433e-03 8.674878231172621426e-03 1.528221886350141119e-02 1.217819152412057777e-03 3.782041156579636285e-03 1.727610327597253054e-02 5.504507879584351338e-02 3.605208287529390623e-07 2.951663279346036926e-07 2.600334788051113992e-04 2.700599394906401125e-03 1.803793169373711170e-03 1.619408126683611433e-03 8.674878231172621426e-03 1.528221886350141119e-02
2.800000000000000000e+03 1.269196533794064502e-03 3.976955508889485139e-03 1.720854436360498216e-02 5.502755618010775340e-02 2.074764275238103543e-08 1.187341142073760717e-07 2.617189950013146618e-04 2.696255772830454412e-03 1.702158084477334906e-03 1.570281346459259696e-03 8.656908113503372984e-03 1.519293456088367106e-02 1.269196533794064502e-03 3.976955508889485139e-03 1.720854436360498216e-02 5.502755618010775340e-02 2.074764275238103543e-08 1.187341142073760717e-07 2.617189950013146618e-04 2.696255772830454412e-03 1.702158084477334906e-03 1.570281346459259696e-03 8.656908113503372984e-03 1.519293456088367106e-02
3.150000000000000000e+03 1.283653847747338525e-03 3.809324644124838753e-03 1.727223782788069387e-02 5.510595055211837956e-02 4.757509876971061457e-07 1.106365264457366371e-07 2.512359569361781821e-04 2.709690378634568419e-03 1.593997493309179956e-03 1.563877434482382556e-03 8.651645345914600257e-03 1.522521781636010027e-02 1.283653847747338525e-03 3.809324644124838753e-03 1.727223782788069387e-02 5.510595055211837956e-02 4.757509876971061457e-07 1.106365264457366371e-07 2.512359569361781821e-04 2.709690378634568419e-03 1.593997493309179956e-03 1.563877434482382556e-03 8.651645345914600257e-03 1.522521781636010027e-02
