# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 4.293510273961277006e-04 1.857219285760997388e-02 7.964622733101417440e-03 6.392628836374293633e-03 1.932100000000000219e-12 7.022500000000000016e-12 2.937639999999999587e-11 5.712100000000000365e-10 2.561162223159265672e-01 2.319614454066090570e+00 1.349764161604274648e-01 2.658245189399247588e-01 4.293510273961277006e-04 1.857219285760997388e-02 7.964622733101417440e-03 6.392628836374293633e-03 1.932100000000000219e-12 7.022500000000000016e-12 2.937639999999999587e-11 5.712100000000000365e-10 2.561162223159265672e-01 2.319614454066090570e+00 1.349764161604274648e-01 2.658245189399247588e-01
3.500000000000000000e+02 1.746628843612721199e-03 6.423629952091711171e-03 8.738903136196286142e-03 4.544635444774874217e-02 2.184479895052266168e-09 6.818590050138076895e-06 6.326678314632107472e-06 1.339264022181119954e-03 3.165182892128279996e-03 6.343164043374114290e-03 7.890825887873740424e-03 8.454256005192464785e-03 1.746628843612721199e-03 6.423629952091711171e-03 8.738903136196286142e-03 4.544635444774874217e-02 2.184479895052266168e-09 6.818590050138076895e-06 6.326678314632107472e-06 1.339264022181119954e-03 3.165182892128279996e-03 6.343164043374114290e-03 7.890825887873740424e-03 8.454256005192464785e-03
7.000000000000000000e+02 1.769260213411941261e-03 5.280116584563374765e-03 9.711479681666706013e-03 4.727374128658633212e-02 6.883041060100007140e-07 4.948640873496738102e-07 6.954799139122943702e-06 1.406207513301573585e-03 2.624271351519652431e-03 4.089026462071972644e-03 5.865457244727922959e-03 7.405304043421548181e-03 1.769260213411941261e-03 5.280116584563374765e-03 9.711479681666706013e-03 4.727374128658633212e-02 6.883041060100007140e-07 4.948640873496738102e-07 6.954799139122943702e-06 1.406207513301573585e-03 2.624271351519652431e-03 4.089026462071972644e-03 5.865457244727922959e-03 7.405304043421548181e-03
1.050000000000000000e+03 1.634072617490750457e-03 6.430129031637634059e-03 7.718130611052224574e-03 4.993827468487090776e-02 2.129547087857551325e-06 6.550133470272872350e-06 8.476495826053424029e-05 1.386840044410965868e-03 2.387110786130557799e-03 3.680821100600920309e-03 1.054601139923014123e-02 6.787038035580199823e-03 1.634072617490750457e-03 6.430129031637634059e-03 7.718130611052224574e-03 4.993827468487090776e-02 2.129547087857551325e-06 6.550133470272872350e-06 8.476495826053424029e-05 1.386840044410965868e-03 2.387110786130557799e-03 3.680821100600920309e-03 1.054601139923014123e-02 6.787038035580199823e-03
1.400000000000000000e+03 1.741074064442434902e-03 4.750955029584085464e-03 1.047100871827541003e-02 4.819547299006770452e-02 5.305762148725811761e-08 1.388896072203063564e-08 3.409155514473444932e-06 1.450225869937829754e-03 1.934217172967599456e-03 3.309522339044827441e-03 5.405573267181652992e-03 7.042860182349546666e-03 1.741074064442434902e-03 4.750955029584085464e-03 1.047100871827541003e-02 4.819547299006770452e-02 5.305762148725811761e-08 1.388896072203063564e-08 3.409155514473444932e-06 1.450225869937829754e-03 1.934217172967599456e-03 3.309522339044827441e-03 5.405573267181652992e-03 7.042860182349546666e-03
1.750000000000000000e+03 1.755898330429810344e-03 4.679464860415553408e-03 1.069801831609255502e-02 4.854093536406162840e-02 5.185873911954775215e-07 2.528187132730034968e-08 1.125372420328662510e-06 1.422890346905939310e-03 1.772057722270750863e-03 3.042052602752111628e-03 5.158267549920248461e-03 6.946267207070136972e-03 1.755898330429810344e-03 4.679464860415553408e-03 1.069801831609255502e-02 4.854093536406162840e-02 5.185873911954775215e-07 2.528187132730034968e-08 1.125372420328662510e-06 1.422890346905939310e-03 1.772057722270750863e-03 3.042052602752111628e-03 5.158267549920248461e-03 6.946267207070136972e-03
2.100000000000000000e+03 1.809302171682289091e-03 4.857042189522308220e-03 1.030092785266441095e-02 4.848800861994096573e-02 1.340775001309539380e-08 2.904112749865150392e-09 4.239355386443886097e-06 1.442173356124729902e-03 1.546279236670821625e-03 2.780053623917673380e-03 5.214746934290652794e-03 7.110953944940767713e-03 1.809302171682289091e-03 4.857042189522308220e-03 1.030092785266441095e-02 4.848800861994096573e-02 1.340775001309539380e-08 2.904112749865150392e-09 4.239355386443886097e-06 1.442173356124729902e-03 1.546279236670821625e-03 2.780053623917673380e-03 5.214746934290652794e-03 7.110953944940767713e-03
2.450000000000000000e+03 1.874604368081753429e-03 5.296519584216190582e-03 9.730156959603459416e-03 4.789590959506778711e-02 5.086790547398690212e-07 1.646996674867258264e-06 1.585669160777247445e-05 1.536858514898556622e-03 1.458838005288151055e-03 2.550461224283540052e-03 5.639934237163804313e-03 7.739998940970080170e-03 1.874604368081753429e-03 5.296519584216190582e-03 9.730156959603459416e-03 4.789590959506778711e-02 5.086790547398690212e-07 1.646996674867258264e-06 1.585669160777247445e-05 1.536858514898556622e-03 1.458838005288151055e-03 2.550461224283540052e-03 5.639934237163804313e-03 7.739998940970080170e-03
2.800000000000000000e+03 1.781540588484343580e-03 5.006187279937734935e-03 1.040547223072645078e-02 4.851393223336935429e-02 2.381418130414993180e-09 9.135536502457781274e-09 4.230834883118421789e-06 1.434143592101329691e-03 1.422385680779395499e-03 2.543664391682455301e-03 5.151079440251893349e-03 7.063767214769893152e-03 1.781540588484343580e-03 5.006187279937734935e-03 1.040547223072645078e-02 4.851393223336935429e-02 2.381418130414993180e-09 9.135536502457781274e-09 4.230834883118421789e-06 1.434143592101329691e-03 1.422385680779395499e-03 2.543664391682455301e-03 5.151079440251893349e-03 7.063767214769893152e-03
3.150000000000000000e+03 1.761996849027600009e-03 5.022027549847596362e-03 1.035012990134831674e-02 4.861401874130262535e-02 6.198858220053416601e-09 7.411335154198954362e-09 3.877027172422806866e-06 1.429132829720608684e-03 1.422559039699411399e-03 2.506081022831398945e-03 5.120427724972322937e-03 7.055185672218327285e-03 1.761996849027600009e-03 5.022027549847596362e-03 1.035012990134831674e-02 4.861401874130262535e-02 6.198858220053416601e-09 7.411335154198954362e-09 3.877027172422806866e-06 1.429132829720608684e-03 1.422559039699411399e-03 2.506081022831398945e-03 5.120427724972322937e-03 7.055185672218327285e-03
