17000 [3.57e+00]
17100 [3.55e+00]
17200 [3.53e+00]
17300 [3.51e+00]
17400 [3.49e+00]
17500 [3.46e+00]
17600 [3.44e+00]
17700 [3.42e+00]
17800 [3.39e+00]
17900 [3.37e+00]
18000 [3.34e+00]
18100 [3.32e+00]
18200 [3.29e+00]
18300 [3.27e+00]
18400 [3.24e+00]
18500 [3.21e+00]
18600 [3.19e+00]
18700 [3.16e+00]
18800 [3.13e+00]
18900 [3.11e+00]
19000 [3.08e+00]
19100 [3.05e+00]
19200 [3.02e+00]
19300 [3.00e+00]
19400 [2.97e+00]
19500 [2.94e+00]
19600 [2.91e+00]
19700 [2.88e+00]
19800 [2.84e+00]
19900 [2.81e+00]
20000 [2.78e+00]
20000 [2.78e+00]
20100 [2.70e+00]
20200 [2.70e+00]
20300 [2.70e+00]
20400 [2.70e+00]
20500 [2.69e+00]
20600 [2.69e+00]
20700 [2.69e+00]
20800 [2.69e+00]
20900 [2.69e+00]
21000 [2.69e+00]
21100 [2.69e+00]
21200 [2.69e+00]
21300 [2.68e+00]
21400 [2.68e+00]
21500 [2.68e+00]
21600 [2.68e+00]
21700 [2.67e+00]
21800 [2.67e+00]
21900 [2.67e+00]
22000 [2.66e+00]
22100 [2.66e+00]
22200 [2.66e+00]
22300 [2.65e+00]
22400 [2.65e+00]
22500 [2.64e+00]
22600 [2.64e+00]
22700 [2.63e+00]
22800 [2.63e+00]
22900 [2.62e+00]
23000 [2.61e+00]
23100 [2.61e+00]
23200 [2.60e+00]
23300 [2.57e+00]
23400 [2.56e+00]
23500 [2.55e+00]
23600 [2.55e+00]
23700 [2.54e+00]
23800 [2.53e+00]
23900 [2.52e+00]
24000 [2.50e+00]
24100 [2.49e+00]
24200 [2.48e+00]
24300 [2.47e+00]
24400 [1.94e+00]
24500 [1.93e+00]
24600 [1.93e+00]
24700 [1.93e+00]
24800 [1.93e+00]
24900 [1.93e+00]
25000 [1.93e+00]
25100 [1.93e+00]
25200 [1.93e+00]
25300 [1.93e+00]
25400 [1.93e+00]
25500 [1.93e+00]
25600 [1.93e+00]
25700 [1.93e+00]
25800 [1.93e+00]
25900 [1.93e+00]
26000 [1.93e+00]
26100 [1.93e+00]
26200 [1.93e+00]
26300 [1.93e+00]
26400 [1.93e+00]
26500 [1.93e+00]
26600 [1.93e+00]
26700 [1.93e+00]
26800 [1.93e+00]
26900 [1.93e+00]
27000 [1.93e+00]
27100 [1.93e+00]
27200 [1.93e+00]
27300 [1.93e+00]
27400 [1.93e+00]
27500 [1.93e+00]
27600 [1.93e+00]
27700 [1.93e+00]
27800 [1.93e+00]
27900 [1.93e+00]
28000 [1.93e+00]
28100 [1.93e+00]
28200 [1.93e+00]
28300 [1.93e+00]
28400 [1.93e+00]
28500 [1.93e+00]
28600 [1.93e+00]
28700 [1.93e+00]
28800 [1.93e+00]
28900 [1.93e+00]
29000 [1.93e+00]
29100 [1.93e+00]
29200 [1.93e+00]
29300 [1.93e+00]
29400 [1.93e+00]
29500 [1.93e+00]
29600 [1.93e+00]
29700 [1.92e+00]
29800 [1.92e+00]
29900 [1.92e+00]
30000 [1.92e+00]
30000 [1.92e+00]
30100 [1.86e+00]
30200 [1.86e+00]
30300 [1.86e+00]
30400 [1.85e+00]
30500 [1.85e+00]
30600 [1.85e+00]
30700 [1.85e+00]
30800 [1.85e+00]
30900 [1.85e+00]
31000 [1.85e+00]
31100 [1.85e+00]
31200 [1.85e+00]
31300 [1.85e+00]
31400 [1.85e+00]
31500 [1.85e+00]
31600 [1.85e+00]
31700 [1.84e+00]
31800 [1.84e+00]
31900 [1.84e+00]
32000 [1.84e+00]
32100 [1.84e+00]
32200 [1.84e+00]
32300 [1.83e+00]
32400 [1.83e+00]
32500 [1.83e+00]
32600 [1.83e+00]
32700 [1.83e+00]
32800 [1.82e+00]
32900 [1.82e+00]
33000 [1.82e+00]
33100 [1.82e+00]
33200 [1.81e+00]
33300 [1.81e+00]
33400 [1.81e+00]
33500 [1.80e+00]
33600 [1.80e+00]
33700 [1.79e+00]
33800 [1.79e+00]
33900 [1.79e+00]
34000 [1.78e+00]
34100 [1.78e+00]
34200 [1.77e+00]
34300 [1.77e+00]
34400 [1.76e+00]
34500 [1.76e+00]
34600 [1.75e+00]
34700 [1.74e+00]
34800 [1.74e+00]
34900 [1.73e+00]
35000 [1.72e+00]
35100 [1.71e+00]
35200 [1.71e+00]
35300 [1.70e+00]
35400 [1.70e+00]
35500 [1.69e+00]
35600 [1.68e+00]
35700 [1.67e+00]
35800 [1.65e+00]
35900 [1.64e+00]
36000 [1.63e+00]
36100 [1.62e+00]
36200 [1.61e+00]
36300 [1.59e+00]
36400 [1.58e+00]
36500 [1.56e+00]
36600 [1.55e+00]
36700 [1.53e+00]
36800 [1.51e+00]
36900 [1.49e+00]
37000 [1.47e+00]
37100 [1.45e+00]
37200 [1.43e+00]
37300 [1.41e+00]
37400 [1.38e+00]
37500 [1.36e+00]
37600 [1.33e+00]
37700 [1.31e+00]
37800 [1.28e+00]
37900 [1.25e+00]
38000 [1.21e+00]
38100 [1.18e+00]
38200 [1.14e+00]
38300 [1.11e+00]
38400 [1.07e+00]
38500 [1.03e+00]
38600 [9.95e-01]
38700 [9.48e-01]
38800 [9.00e-01]
38900 [8.49e-01]
39000 [7.95e-01]
39100 [7.39e-01]
39200 [6.80e-01]
39300 [6.19e-01]
39400 [5.61e-01]
39500 [4.94e-01]
39600 [4.27e-01]
39700 [3.60e-01]
39800 [2.87e-01]
39900 [2.07e-01]
40000 [1.24e-01]
40000 [1.24e-01]
40100 [1.29e-01]
40200 [1.29e-01]
40300 [1.28e-01]
40400 [1.27e-01]
40500 [1.26e-01]
40600 [1.24e-01]
40700 [1.23e-01]
40800 [1.21e-01]
40900 [1.19e-01]
41000 [1.17e-01]
41100 [1.15e-01]
41200 [1.12e-01]
41300 [1.10e-01]
41400 [1.07e-01]
41500 [1.04e-01]
41600 [1.01e-01]
41700 [9.76e-02]
41800 [9.41e-02]
41900 [9.03e-02]
42000 [8.63e-02]
42100 [8.21e-02]
42200 [7.75e-02]
42300 [7.28e-02]
42400 [6.77e-02]
42500 [6.24e-02]
42600 [5.66e-02]
42700 [5.06e-02]
42800 [4.43e-02]
42900 [3.75e-02]
43000 [3.05e-02]
43100 [2.30e-02]
43200 [1.52e-02]
43300 [6.92e-03]
43400 [3.37e-05]
43500 [8.37e-05]
43600 [2.59e-05]
43700 [6.29e-05]
43800 [8.23e-05]
43900 [8.95e-05]
44000 [2.79e-06]
44100 [1.23e-04]
44200 [3.70e-05]
44300 [3.61e-05]
44400 [1.33e-04]
44500 [1.39e-04]
44600 [1.28e-04]
44700 [1.10e-04]
44800 [3.46e-05]
44900 [1.69e-04]
45000 [1.82e-04]
45100 [5.17e-05]
45200 [7.12e-05]
45300 [2.51e-04]
45400 [2.52e-04]
45500 [2.75e-05]
45600 [4.73e-05]
45700 [2.15e-04]
45800 [1.02e-05]
45900 [2.70e-04]
46000 [2.68e-05]
46100 [3.24e-04]
46200 [8.91e-05]
46300 [2.79e-05]
46400 [3.77e-04]
46500 [4.16e-04]
46600 [1.43e-04]
46700 [2.12e-04]
46800 [4.00e-04]
46900 [5.22e-04]
47000 [5.91e-04]
47100 [2.59e-05]
47200 [5.26e-04]
47300 [4.02e-04]
47400 [4.31e-05]
47500 [4.19e-05]
47600 [2.16e-04]
47700 [2.66e-04]
47800 [1.43e-05]
47900 [2.97e-04]
48000 [3.41e-04]
48100 [3.48e-04]
48200 [3.68e-04]
48300 [8.44e-04]
48400 [9.92e-04]
48500 [6.02e-04]
48600 [5.84e-05]
48700 [4.05e-04]
48800 [8.88e-05]
48900 [6.11e-04]
49000 [5.95e-04]
49100 [7.97e-04]
49200 [6.72e-04]
49300 [1.03e-04]
49400 [2.44e-04]
49500 [1.72e-03]
49600 [1.58e-03]
49700 [1.87e-03]
49800 [1.35e-03]
49900 [2.15e-03]
50000 [3.47e-04]
50000 [3.47e-04]
50100 [4.00e-06]
50200 [5.75e-06]
50300 [7.25e-06]
50400 [8.63e-06]
50500 [9.93e-06]
50600 [1.12e-05]
50700 [1.24e-05]
50800 [1.37e-05]
50900 [1.50e-05]
51000 [1.62e-05]
51100 [1.75e-05]
51200 [1.87e-05]
51300 [1.92e-05]
51400 [2.56e-05]
51500 [4.67e-05]
51600 [3.99e-05]
51700 [3.85e-05]
51800 [5.67e-05]
51900 [2.82e-05]
52000 [5.18e-05]
52100 [2.39e-05]
52200 [4.95e-05]
52300 [6.58e-05]
52400 [4.68e-05]
52500 [2.77e-05]
52600 [2.94e-06]
52700 [2.68e-05]
52800 [3.64e-05]
52900 [3.92e-05]
53000 [1.12e-04]
53100 [8.89e-05]
53200 [2.36e-06]
53300 [1.27e-04]
53400 [2.92e-05]
53500 [3.73e-05]
53600 [3.99e-05]
53700 [1.41e-04]
53800 [1.68e-04]
53900 [6.89e-05]
54000 [1.61e-04]
54100 [5.93e-05]
54200 [1.59e-04]
54300 [4.44e-05]
54400 [8.88e-05]
54500 [2.36e-04]
54600 [2.28e-04]
54700 [1.02e-04]
54800 [2.31e-04]
54900 [2.45e-04]
55000 [1.98e-04]
55100 [9.27e-05]
55200 [1.03e-04]
55300 [3.04e-04]
55400 [1.78e-04]
55500 [9.41e-05]
55600 [1.63e-06]
55700 [1.35e-05]
55800 [2.50e-05]
55900 [3.58e-04]
56000 [5.04e-04]
56100 [2.00e-04]
56200 [5.74e-04]
56300 [3.03e-04]
56400 [2.33e-03]
56500 [2.01e-06]
56600 [2.10e-06]
56700 [2.17e-06]
56800 [2.24e-06]
56900 [2.33e-06]
57000 [2.40e-06]
57100 [2.48e-06]
57200 [2.45e-06]
57300 [2.43e-06]
57400 [2.50e-06]
57500 [2.57e-06]
57600 [2.55e-06]
57700 [2.65e-06]
57800 [2.93e-06]
57900 [3.04e-06]
58000 [3.59e-06]
58100 [3.74e-06]
58200 [3.73e-06]
58300 [4.07e-06]
58400 [4.22e-06]
58500 [4.62e-06]
58600 [4.84e-06]
58700 [5.40e-06]
58800 [5.75e-06]
58900 [6.09e-06]
59000 [6.12e-06]
59100 [6.41e-06]
59200 [7.03e-06]
59300 [7.62e-06]
59400 [7.89e-06]
59500 [8.48e-06]
59600 [7.95e-06]
59700 [7.89e-06]
59800 [8.02e-06]
59900 [8.07e-06]
60000 [7.54e-06]
