0 [0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]
700 [1.06e-06, 5.31e-02, 3.74e-09, 7.69e-02, 2.24e-10, 3.89e-02, 1.63e-16, 4.45e-02, 8.27e-02, 2.78e-05, 7.61e-02, 1.19e-04]
1400 [2.52e-06, 3.67e-02, 9.47e-09, 7.56e-02, 5.84e-10, 5.90e-05, 5.16e-16, 2.97e-05, 8.14e-02, 2.46e-03, 7.26e-02, 8.77e-03]
2100 [3.83e-06, 5.06e-05, 1.46e-08, 3.55e-02, 9.04e-10, 7.05e-05, 8.24e-16, 4.47e-05, 6.66e-02, 7.58e-03, 3.22e-02, 1.29e-02]
2800 [4.54e-06, 1.55e-05, 1.74e-08, 2.98e-03, 1.08e-09, 2.24e-05, 9.92e-16, 2.87e-06, 3.44e-02, 4.04e-03, 7.45e-05, 5.18e-05]
3500 [4.63e-06, 3.76e-06, 1.77e-08, 2.67e-06, 1.10e-09, 8.61e-06, 1.01e-15, 2.89e-06, 4.80e-04, 2.91e-04, 8.41e-05, 1.05e-04]
4200 [4.71e-06, 4.56e-06, 1.80e-08, 4.08e-06, 1.12e-09, 1.09e-05, 1.03e-15, 5.82e-06, 4.85e-06, 4.20e-04, 1.44e-04, 9.07e-05]
4900 [4.84e-06, 5.36e-06, 1.85e-08, 5.44e-06, 1.16e-09, 1.33e-05, 1.06e-15, 9.00e-06, 3.11e-05, 4.54e-04, 2.55e-04, 3.06e-05]
5600 [5.03e-06, 6.81e-06, 1.93e-08, 7.21e-06, 1.21e-09, 1.68e-05, 1.10e-15, 1.37e-05, 1.23e-04, 1.36e-04, 3.57e-04, 6.09e-04]
6300 [5.34e-06, 8.74e-06, 2.04e-08, 9.92e-06, 1.29e-09, 2.20e-05, 1.16e-15, 2.10e-05, 2.10e-04, 3.72e-04, 5.07e-04, 1.19e-03]
7000 [5.80e-06, 1.23e-05, 2.20e-08, 1.46e-05, 1.40e-09, 3.03e-05, 1.24e-15, 3.25e-05, 3.17e-04, 7.51e-04, 7.06e-04, 1.75e-03]
7700 [6.47e-06, 2.01e-05, 2.43e-08, 2.37e-05, 1.56e-09, 4.52e-05, 1.34e-15, 5.22e-05, 5.04e-04, 1.12e-03, 9.96e-04, 2.27e-03]
8400 [7.46e-06, 3.95e-05, 2.76e-08, 4.51e-05, 1.78e-09, 7.60e-05, 1.47e-15, 9.09e-05, 8.39e-04, 1.55e-03, 1.45e-03, 2.77e-03]
9100 [9.04e-06, 1.01e-04, 3.25e-08, 1.11e-04, 2.09e-09, 1.63e-04, 1.63e-15, 1.95e-04, 1.42e-03, 2.15e-03, 2.16e-03, 3.42e-03]
9800 [1.28e-05, 6.03e-04, 4.28e-08, 6.40e-04, 2.66e-09, 8.16e-04, 1.85e-15, 9.57e-04, 2.36e-03, 2.91e-03, 3.11e-03, 4.27e-03]
10500 [4.39e-05, 4.00e-03, 1.15e-07, 4.16e-03, 6.16e-09, 4.79e-03, 2.77e-15, 5.23e-03, 3.40e-03, 3.62e-03, 3.93e-03, 4.89e-03]
11200 [8.18e-05, 4.44e-03, 1.88e-07, 4.53e-03, 9.42e-09, 4.91e-03, 3.33e-15, 5.12e-03, 4.63e-03, 4.46e-03, 4.69e-03, 5.80e-03]
11900 [1.13e-04, 4.71e-03, 2.34e-07, 4.76e-03, 1.12e-08, 4.96e-03, 3.50e-15, 5.06e-03, 4.73e-03, 3.78e-03, 4.60e-03, 5.32e-03]
12600 [1.33e-04, 4.84e-03, 2.55e-07, 4.87e-03, 1.19e-08, 4.98e-03, 3.52e-15, 5.03e-03, 4.83e-03, 5.49e-03, 4.58e-03, 6.65e-03]
13300 [1.42e-04, 4.91e-03, 2.60e-07, 4.93e-03, 1.20e-08, 4.98e-03, 3.53e-15, 5.01e-03, 4.66e-03, 5.63e-03, 4.43e-03, 6.69e-03]
