19600 [7.33e-02, 4.92e-02, 1.10e+00, 7.68e-01]
19950 [7.33e-02, 4.92e-02, 1.13e+00, 7.82e-01]
20300 [7.34e-02, 4.93e-02, 1.16e+00, 7.96e-01]
20650 [7.34e-02, 4.94e-02, 1.19e+00, 8.10e-01]
21000 [7.35e-02, 4.94e-02, 1.21e+00, 8.24e-01]
21350 [7.34e-02, 4.98e-02, 1.24e+00, 8.37e-01]
21700 [7.36e-02, 4.96e-02, 1.26e+00, 8.50e-01]
22050 [7.36e-02, 4.97e-02, 1.29e+00, 8.64e-01]
22400 [7.37e-02, 4.98e-02, 1.31e+00, 8.77e-01]
22750 [7.37e-02, 4.99e-02, 1.33e+00, 8.91e-01]
23100 [7.37e-02, 4.99e-02, 1.36e+00, 9.04e-01]
23450 [7.26e-02, 4.78e-02, 1.37e+00, 9.10e-01]
23800 [7.39e-02, 5.04e-02, 1.38e+00, 9.17e-01]
24150 [7.39e-02, 5.03e-02, 1.39e+00, 9.24e-01]
24500 [7.39e-02, 5.03e-02, 1.41e+00, 9.33e-01]
24850 [7.39e-02, 5.03e-02, 1.43e+00, 9.44e-01]
25200 [7.40e-02, 5.04e-02, 1.45e+00, 9.54e-01]
25550 [7.40e-02, 5.04e-02, 1.47e+00, 9.67e-01]
25900 [7.40e-02, 5.04e-02, 1.49e+00, 9.77e-01]
26250 [7.41e-02, 5.05e-02, 1.51e+00, 9.89e-01]
26600 [7.38e-02, 5.01e-02, 1.53e+00, 1.00e+00]
26950 [7.42e-02, 5.05e-02, 1.55e+00, 1.01e+00]
27300 [7.41e-02, 5.05e-02, 1.57e+00, 1.03e+00]
27650 [7.42e-02, 5.07e-02, 1.59e+00, 1.04e+00]
28000 [7.42e-02, 5.08e-02, 1.61e+00, 1.05e+00]
28350 [7.43e-02, 5.08e-02, 1.63e+00, 1.06e+00]
28700 [7.42e-02, 5.05e-02, 1.65e+00, 1.07e+00]
29050 [7.03e-02, 4.17e-02, 1.64e+00, 1.08e+00]
29400 [7.38e-02, 4.96e-02, 1.65e+00, 1.08e+00]
29750 [7.45e-02, 5.15e-02, 1.65e+00, 1.09e+00]
30100 [7.47e-02, 5.19e-02, 1.66e+00, 1.09e+00]
30450 [7.47e-02, 5.20e-02, 1.67e+00, 1.09e+00]
30800 [7.47e-02, 5.20e-02, 1.68e+00, 1.10e+00]
31150 [7.46e-02, 5.10e-02, 1.69e+00, 1.10e+00]
31500 [7.46e-02, 5.17e-02, 1.70e+00, 1.11e+00]
31850 [7.46e-02, 5.17e-02, 1.71e+00, 1.12e+00]
32200 [7.46e-02, 5.16e-02, 1.73e+00, 1.12e+00]
32550 [7.46e-02, 5.16e-02, 1.74e+00, 1.13e+00]
32900 [7.46e-02, 5.16e-02, 1.76e+00, 1.14e+00]
33250 [7.40e-02, 5.04e-02, 1.77e+00, 1.14e+00]
33600 [7.46e-02, 5.16e-02, 1.79e+00, 1.15e+00]
33950 [7.47e-02, 5.16e-02, 1.80e+00, 1.16e+00]
34300 [7.43e-02, 5.07e-02, 1.82e+00, 1.17e+00]
34650 [7.47e-02, 5.16e-02, 1.84e+00, 1.18e+00]
35000 [7.47e-02, 5.16e-02, 1.85e+00, 1.19e+00]
