0 [0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]
350 [6.12e-02, 1.83e-02, 1.29e-01, 1.82e-01]
700 [6.87e-02, 3.34e-02, 1.26e-01, 3.02e-01]
1050 [6.97e-02, 3.57e-02, 1.28e-01, 3.31e-01]
1400 [6.98e-02, 3.64e-02, 1.30e-01, 3.37e-01]
1750 [7.05e-02, 3.82e-02, 1.34e-01, 3.48e-01]
2100 [7.03e-02, 3.79e-02, 1.36e-01, 3.45e-01]
2450 [7.08e-02, 3.92e-02, 1.40e-01, 3.53e-01]
2800 [7.05e-02, 3.86e-02, 1.45e-01, 3.57e-01]
3150 [7.08e-02, 3.96e-02, 1.51e-01, 3.59e-01]
3500 [7.08e-02, 3.99e-02, 1.56e-01, 3.61e-01]
3850 [7.07e-02, 3.95e-02, 1.62e-01, 3.61e-01]
4200 [7.07e-02, 4.00e-02, 1.70e-01, 3.65e-01]
4550 [7.02e-02, 3.91e-02, 1.78e-01, 3.71e-01]
4900 [7.07e-02, 4.05e-02, 1.87e-01, 3.74e-01]
5250 [7.08e-02, 4.09e-02, 1.98e-01, 3.79e-01]
5600 [7.07e-02, 4.11e-02, 2.10e-01, 3.84e-01]
5950 [7.08e-02, 4.15e-02, 2.23e-01, 3.90e-01]
6300 [7.09e-02, 4.19e-02, 2.39e-01, 3.96e-01]
6650 [7.09e-02, 4.22e-02, 2.56e-01, 4.02e-01]
7000 [7.09e-02, 4.27e-02, 2.76e-01, 4.10e-01]
7350 [7.09e-02, 4.30e-02, 2.95e-01, 4.16e-01]
7700 [7.11e-02, 4.34e-02, 3.18e-01, 4.26e-01]
8050 [7.11e-02, 4.39e-02, 3.43e-01, 4.35e-01]
8400 [7.11e-02, 4.42e-02, 3.71e-01, 4.44e-01]
8750 [7.13e-02, 4.48e-02, 4.00e-01, 4.56e-01]
9100 [7.15e-02, 4.52e-02, 4.31e-01, 4.67e-01]
9450 [7.08e-02, 4.40e-02, 4.31e-01, 4.49e-01]
9800 [7.11e-02, 4.47e-02, 4.43e-01, 4.59e-01]
10150 [7.13e-02, 4.50e-02, 4.58e-01, 4.69e-01]
10500 [7.14e-02, 4.53e-02, 4.77e-01, 4.79e-01]
10850 [7.16e-02, 4.56e-02, 4.99e-01, 4.90e-01]
11200 [7.17e-02, 4.59e-02, 5.26e-01, 5.02e-01]
11550 [7.11e-02, 4.37e-02, 5.55e-01, 5.14e-01]
11900 [7.19e-02, 4.64e-02, 5.80e-01, 5.25e-01]
12250 [7.20e-02, 4.67e-02, 6.13e-01, 5.39e-01]
12600 [7.21e-02, 4.68e-02, 6.43e-01, 5.52e-01]
12950 [7.22e-02, 4.71e-02, 6.78e-01, 5.67e-01]
13300 [7.20e-02, 4.70e-02, 7.09e-01, 5.81e-01]
13650 [7.15e-02, 4.60e-02, 7.41e-01, 5.95e-01]
14000 [7.24e-02, 4.75e-02, 7.74e-01, 6.09e-01]
14350 [7.25e-02, 4.78e-02, 8.06e-01, 6.24e-01]
14700 [7.26e-02, 4.82e-02, 8.38e-01, 6.39e-01]
15050 [7.28e-02, 4.83e-02, 8.72e-01, 6.55e-01]
15400 [7.25e-02, 4.78e-02, 9.05e-01, 6.71e-01]
15750 [7.30e-02, 4.72e-02, 8.79e-01, 6.80e-01]
16100 [7.30e-02, 4.87e-02, 8.89e-01, 6.82e-01]
16450 [7.31e-02, 4.91e-02, 9.02e-01, 6.85e-01]
16800 [7.32e-02, 4.92e-02, 9.16e-01, 6.89e-01]
17150 [7.31e-02, 4.92e-02, 9.33e-01, 6.94e-01]
17500 [7.31e-02, 4.91e-02, 9.52e-01, 7.01e-01]
17850 [7.30e-02, 4.88e-02, 9.73e-01, 7.08e-01]
18200 [7.27e-02, 4.80e-02, 9.97e-01, 7.16e-01]
18550 [7.31e-02, 4.90e-02, 1.02e+00, 7.29e-01]
18900 [7.31e-02, 4.89e-02, 1.05e+00, 7.41e-01]
19250 [7.31e-02, 4.89e-02, 1.08e+00, 7.54e-01]
