# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.289798340137286812e-03 9.979285714912015937e-03 1.252056205135594624e-02 7.344099999999998969e-12 1.512900000000000276e-10 7.539898186752276299e-01 1.461373316507840747e-01 1.289798340137286812e-03 9.979285714912015937e-03 1.252056205135594624e-02 7.344099999999998969e-12 1.512900000000000276e-10 7.539898186752276299e-01 1.461373316507840747e-01
3.500000000000000000e+02 6.833829221372172361e-04 3.790172760516171812e-03 1.991854720673765823e-03 8.963103466050426700e-07 1.553704627097505519e-05 6.025406904080765624e-04 1.244299016446316630e-02 6.833829221372172361e-04 3.790172760516171812e-03 1.991854720673765823e-03 8.963103466050426700e-07 1.553704627097505519e-05 6.025406904080765624e-04 1.244299016446316630e-02
7.000000000000000000e+02 3.101989666090340528e-04 2.635839784353889628e-03 3.502021963153569614e-04 2.086953425972885546e-06 8.962660293890169910e-05 4.545041634991077504e-04 8.346019811912481351e-03 3.101989666090340528e-04 2.635839784353889628e-03 3.502021963153569614e-04 2.086953425972885546e-06 8.962660293890169910e-05 4.545041634991077504e-04 8.346019811912481351e-03
1.050000000000000000e+03 2.748442943599363280e-04 2.476496871447462708e-03 2.556289319696804512e-04 2.389961831398320757e-06 1.248277074989708022e-04 4.407079324756693053e-04 8.292775909525819736e-03 2.748442943599363280e-04 2.476496871447462708e-03 2.556289319696804512e-04 2.389961831398320757e-06 1.248277074989708022e-04 4.407079324756693053e-04 8.292775909525819736e-03
1.400000000000000000e+03 2.690366857294266959e-04 2.427132816720369967e-03 2.593026156038569989e-04 2.472895098901177703e-06 1.323882545928356037e-04 4.276466519957340998e-04 8.280155092195397998e-03 2.690366857294266959e-04 2.427132816720369967e-03 2.593026156038569989e-04 2.472895098901177703e-06 1.323882545928356037e-04 4.276466519957340998e-04 8.280155092195397998e-03
1.750000000000000000e+03 2.552903051901570311e-04 2.383669347744696906e-03 2.442325256403742061e-04 2.531355856289635696e-06 1.459916491068720585e-04 3.990211765590738393e-04 8.298585998494598451e-03 2.552903051901570311e-04 2.383669347744696906e-03 2.442325256403742061e-04 2.531355856289635696e-06 1.459916491068720585e-04 3.990211765590738393e-04 8.298585998494598451e-03
2.100000000000000000e+03 2.598600019098408248e-04 2.412605356546753451e-03 2.711903222107543720e-04 2.425736152871774124e-06 1.390931526117124837e-04 3.974442469926242139e-04 8.234556881970160613e-03 2.598600019098408248e-04 2.412605356546753451e-03 2.711903222107543720e-04 2.425736152871774124e-06 1.390931526117124837e-04 3.974442469926242139e-04 8.234556881970160613e-03
2.450000000000000000e+03 2.551896054816348946e-04 2.375967147794491585e-03 2.600084059522672934e-04 2.495135275091221425e-06 1.486686570334035888e-04 3.750001473613952295e-04 8.257421896199573785e-03 2.551896054816348946e-04 2.375967147794491585e-03 2.600084059522672934e-04 2.495135275091221425e-06 1.486686570334035888e-04 3.750001473613952295e-04 8.257421896199573785e-03
2.800000000000000000e+03 2.556095518526746804e-04 2.367457947572627897e-03 2.663426865241575966e-04 2.477973837539827328e-06 1.501981861150150969e-04 3.896125475131272391e-04 8.224295042492809141e-03 2.556095518526746804e-04 2.367457947572627897e-03 2.663426865241575966e-04 2.477973837539827328e-06 1.501981861150150969e-04 3.896125475131272391e-04 8.224295042492809141e-03
3.150000000000000000e+03 2.556702698889684838e-04 2.362730456147752334e-03 2.804902879668476259e-04 2.455600244674253344e-06 1.500579863003741264e-04 3.678093891995528773e-04 8.205909448298735753e-03 2.556702698889684838e-04 2.362730456147752334e-03 2.804902879668476259e-04 2.455600244674253344e-06 1.500579863003741264e-04 3.678093891995528773e-04 8.205909448298735753e-03
