# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 7.138085633094621608e-03 4.765761748069288241e-03 2.819310407294360675e-04 0.000000000000000000e+00 0.000000000000000000e+00 5.613781449298275300e-02 1.279080409924948425e+00 7.138085633094621608e-03 4.765761748069288241e-03 2.819310407294360675e-04 0.000000000000000000e+00 0.000000000000000000e+00 5.613781449298275300e-02 1.279080409924948425e+00
3.500000000000000000e+02 8.249244622384175642e-04 2.803994393633654943e-03 1.781082192624589748e-04 1.737661839936925971e-07 1.024661847854563230e-04 3.234013047034991345e-03 3.198315433703225429e-03 8.249244622384175642e-04 2.803994393633654943e-03 1.781082192624589748e-04 1.737661839936925971e-07 1.024661847854563230e-04 3.234013047034991345e-03 3.198315433703225429e-03
7.000000000000000000e+02 8.170998964228687192e-04 2.525140633809725126e-03 3.816505699893629256e-04 1.254458927310005162e-06 1.114562488875376527e-04 2.480616200046490815e-03 2.734284935291470160e-03 8.170998964228687192e-04 2.525140633809725126e-03 3.816505699893629256e-04 1.254458927310005162e-06 1.114562488875376527e-04 2.480616200046490815e-03 2.734284935291470160e-03
1.050000000000000000e+03 7.805568379259753085e-04 1.886253946992222114e-03 7.864340208635996112e-04 1.380066879353911068e-06 8.229390326597576188e-05 2.093915930746778273e-03 1.966754917656013055e-03 7.805568379259753085e-04 1.886253946992222114e-03 7.864340208635996112e-04 1.380066879353911068e-06 8.229390326597576188e-05 2.093915930746778273e-03 1.966754917656013055e-03
1.400000000000000000e+03 8.179544989823478137e-04 1.544006688576120062e-03 9.204649186979816907e-04 8.861618584593796423e-07 7.233710340724711595e-05 1.763917600897195112e-03 1.554239047331667026e-03 8.179544989823478137e-04 1.544006688576120062e-03 9.204649186979816907e-04 8.861618584593796423e-07 7.233710340724711595e-05 1.763917600897195112e-03 1.554239047331667026e-03
1.750000000000000000e+03 8.728749668961967257e-04 1.326208970355039320e-03 1.009894744399916604e-03 7.512408601342198798e-07 5.810977253749366131e-05 1.454108092041183882e-03 1.208140054224524085e-03 8.728749668961967257e-04 1.326208970355039320e-03 1.009894744399916604e-03 7.512408601342198798e-07 5.810977253749366131e-05 1.454108092041183882e-03 1.208140054224524085e-03
2.100000000000000000e+03 1.039421147611604805e-03 1.502693420770843946e-02 9.079520506661216449e-04 2.315188954327787601e-06 3.051170073506822233e-04 1.479771087248411788e-03 2.898893201712172615e-03 1.039421147611604805e-03 1.502693420770843946e-02 9.079520506661216449e-04 2.315188954327787601e-06 3.051170073506822233e-04 1.479771087248411788e-03 2.898893201712172615e-03
2.450000000000000000e+03 9.667701389189756493e-04 9.122116699285976339e-04 1.048495313393017683e-03 6.457539551750252457e-07 4.156515677993891800e-05 1.070505937664656231e-03 8.138220602069140682e-04 9.667701389189756493e-04 9.122116699285976339e-04 1.048495313393017683e-03 6.457539551750252457e-07 4.156515677993891800e-05 1.070505937664656231e-03 8.138220602069140682e-04
2.800000000000000000e+03 9.507961329952914920e-04 6.007214643027464478e-04 1.171539415496549363e-03 1.076075019899508407e-06 6.545432422543977734e-05 1.044755591218959065e-03 7.940906854454159300e-04 9.507961329952914920e-04 6.007214643027464478e-04 1.171539415496549363e-03 1.076075019899508407e-06 6.545432422543977734e-05 1.044755591218959065e-03 7.940906854454159300e-04
3.150000000000000000e+03 9.904070846368474498e-04 7.762502573017310585e-04 9.317347758980150342e-04 2.052506793790272225e-07 2.267738298656118965e-05 9.761882608635764121e-04 7.087738229814996788e-04 9.904070846368474498e-04 7.762502573017310585e-04 9.317347758980150342e-04 2.052506793790272225e-07 2.267738298656118965e-05 9.761882608635764121e-04 7.087738229814996788e-04
3.500000000000000000e+03 9.530818813771697526e-04 5.630021498072653894e-04 1.131381720392621954e-03 5.099073529584716401e-07 1.381935348175909770e-05 9.696333095269351341e-04 5.748297857747582031e-04 9.530818813771697526e-04 5.630021498072653894e-04 1.131381720392621954e-03 5.099073529584716401e-07 1.381935348175909770e-05 9.696333095269351341e-04 5.748297857747582031e-04
3.850000000000000000e+03 9.614415547359307472e-04 6.196831355200982860e-04 8.850476428828522304e-04 2.593561385085809559e-06 4.365532636464203042e-06 1.006434020370247217e-03 7.870741379105040004e-04 9.614415547359307472e-04 6.196831355200982860e-04 8.850476428828522304e-04 2.593561385085809559e-06 4.365532636464203042e-06 1.006434020370247217e-03 7.870741379105040004e-04
4.200000000000000000e+03 9.320844467066937864e-04 4.838814523952638530e-04 8.935795195427206168e-04 6.769469888506337004e-07 2.026072402041605172e-05 9.478653017238269050e-04 4.848274697831153612e-04 9.320844467066937864e-04 4.838814523952638530e-04 8.935795195427206168e-04 6.769469888506337004e-07 2.026072402041605172e-05 9.478653017238269050e-04 4.848274697831153612e-04
4.550000000000000000e+03 9.255639210163875202e-04 4.445604716618797316e-04 8.584880800249730009e-04 8.531688844368427743e-07 2.040185712209385417e-05 9.456825700753179959e-04 4.488689225976114799e-04 9.255639210163875202e-04 4.445604716618797316e-04 8.584880800249730009e-04 8.531688844368427743e-07 2.040185712209385417e-05 9.456825700753179959e-04 4.488689225976114799e-04
4.900000000000000000e+03 9.354581695097052233e-04 3.565018144738960493e-04 9.505184366198922820e-04 2.265907662740948670e-06 9.456849345446168240e-06 9.468199608845899971e-04 4.303548753337044252e-04 9.354581695097052233e-04 3.565018144738960493e-04 9.505184366198922820e-04 2.265907662740948670e-06 9.456849345446168240e-06 9.468199608845899971e-04 4.303548753337044252e-04
5.250000000000000000e+03 9.838914819298074516e-04 1.000035597086314882e-03 6.099425586285343089e-04 3.188007705469254251e-07 8.408268078033115497e-05 8.959457766256068026e-04 1.018043989081029912e-03 9.838914819298074516e-04 1.000035597086314882e-03 6.099425586285343089e-04 3.188007705469254251e-07 8.408268078033115497e-05 8.959457766256068026e-04 1.018043989081029912e-03
