# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 3.401497062573814040e-02 4.533993132138179789e-03 1.917583101377110747e-04 1.000000000000000000e+00 2.250000000000000000e+00 2.250000000000000000e+00 8.554997040540480990e-02 8.476992869240375372e-02 3.158950016781676862e+00 3.401497062573814040e-02 4.533993132138179789e-03 1.917583101377110747e-04 1.000000000000000000e+00 2.250000000000000000e+00 2.250000000000000000e+00 8.554997040540480990e-02 8.476992869240375372e-02 3.158950016781676862e+00
7.000000000000000000e+02 7.559343785949679956e-03 7.433396592862579443e-03 4.433935952152020382e-03 4.622701724689119371e-03 4.963463473971836595e-04 2.949818030570737409e-05 7.648298386988704092e-04 6.381989750281899347e-03 1.580180315781094618e-04 7.559343785949679956e-03 7.433396592862579443e-03 4.433935952152020382e-03 4.622701724689119371e-03 4.963463473971836595e-04 2.949818030570737409e-05 7.648298386988704092e-04 6.381989750281899347e-03 1.580180315781094618e-04
1.400000000000000000e+03 9.269794220739317704e-04 6.499204400148516497e-03 2.057482644531997019e-03 7.503257521680884573e-05 2.827903281635200071e-04 3.298232056577661157e-05 1.025541135109732903e-03 4.929601988698685891e-03 1.336051397949252211e-04 9.269794220739317704e-04 6.499204400148516497e-03 2.057482644531997019e-03 7.503257521680884573e-05 2.827903281635200071e-04 3.298232056577661157e-05 1.025541135109732903e-03 4.929601988698685891e-03 1.336051397949252211e-04
2.100000000000000000e+03 4.283361521573899591e-04 4.751295924755929816e-03 1.275346740423911537e-03 4.875809360525003262e-05 1.682017078296518093e-04 2.784674967603089290e-05 7.930800264741695799e-04 3.412998103243045176e-03 7.336351268358657903e-05 4.283361521573899591e-04 4.751295924755929816e-03 1.275346740423911537e-03 4.875809360525003262e-05 1.682017078296518093e-04 2.784674967603089290e-05 7.930800264741695799e-04 3.412998103243045176e-03 7.336351268358657903e-05
2.800000000000000000e+03 2.925656380469702947e-04 2.935584241585858720e-03 8.367543019382784079e-04 3.102403910595850212e-05 8.074309598055291488e-05 2.360468289285795005e-05 5.822170024340830993e-04 2.121415948286492926e-03 8.617685411996802651e-05 2.925656380469702947e-04 2.935584241585858720e-03 8.367543019382784079e-04 3.102403910595850212e-05 8.074309598055291488e-05 2.360468289285795005e-05 5.822170024340830993e-04 2.121415948286492926e-03 8.617685411996802651e-05
3.500000000000000000e+03 2.620764997338557805e-04 1.406460595886257440e-03 4.713686541469061346e-04 1.930747339559312165e-05 2.885382927952997051e-05 1.533219153268189426e-05 4.488010878891257474e-04 1.124430471675891751e-03 9.066362885423121659e-05 2.620764997338557805e-04 1.406460595886257440e-03 4.713686541469061346e-04 1.930747339559312165e-05 2.885382927952997051e-05 1.533219153268189426e-05 4.488010878891257474e-04 1.124430471675891751e-03 9.066362885423121659e-05
4.200000000000000000e+03 1.877265355093096506e-04 5.697770727457671363e-04 1.837047290671396963e-04 1.584614785749153667e-05 9.390012492008754813e-06 5.810914270780495985e-06 4.438887721132691298e-04 4.628970985699671129e-04 7.999707582292695722e-05 1.877265355093096506e-04 5.697770727457671363e-04 1.837047290671396963e-04 1.584614785749153667e-05 9.390012492008754813e-06 5.810914270780495985e-06 4.438887721132691298e-04 4.628970985699671129e-04 7.999707582292695722e-05
4.900000000000000000e+03 1.129627208946028493e-04 2.912986231580166722e-04 8.633804797431523397e-05 1.369732422914748181e-05 2.938353849842850599e-06 2.027652649344494813e-06 4.885064968595057835e-04 1.616158252097135402e-04 7.001899897229489286e-05 1.129627208946028493e-04 2.912986231580166722e-04 8.633804797431523397e-05 1.369732422914748181e-05 2.938353849842850599e-06 2.027652649344494813e-06 4.885064968595057835e-04 1.616158252097135402e-04 7.001899897229489286e-05
5.600000000000000000e+03 8.661953575307533180e-05 1.810454483862560069e-04 5.736459904011956669e-05 1.237492692894029482e-05 9.291592260664355881e-07 1.043956067911899431e-06 5.052843657421364964e-04 6.112241941716644526e-05 5.643134930995327253e-05 8.661953575307533180e-05 1.810454483862560069e-04 5.736459904011956669e-05 1.237492692894029482e-05 9.291592260664355881e-07 1.043956067911899431e-06 5.052843657421364964e-04 6.112241941716644526e-05 5.643134930995327253e-05
6.300000000000000000e+03 9.064447039240065786e-05 1.325479356670615744e-04 3.754566443155619548e-05 1.454582912002945589e-05 1.103666382982513049e-06 5.827670588575159247e-07 4.934431946197717807e-04 3.731748043256829633e-05 3.869520209505291307e-05 9.064447039240065786e-05 1.325479356670615744e-04 3.754566443155619548e-05 1.454582912002945589e-05 1.103666382982513049e-06 5.827670588575159247e-07 4.934431946197717807e-04 3.731748043256829633e-05 3.869520209505291307e-05
7.000000000000000000e+03 8.734016352344408090e-05 7.675626896012197769e-05 2.337187150008880395e-05 1.196269698097029688e-05 7.564214859199600289e-08 3.416089069461106045e-07 4.629694288645131079e-04 1.469266766126780244e-05 3.111479843032662887e-05 8.734016352344408090e-05 7.675626896012197769e-05 2.337187150008880395e-05 1.196269698097029688e-05 7.564214859199600289e-08 3.416089069461106045e-07 4.629694288645131079e-04 1.469266766126780244e-05 3.111479843032662887e-05
7.700000000000000000e+03 9.096762425807443061e-05 5.752095034008339314e-05 1.584141355737523095e-05 1.326606789264876786e-05 1.584222920841892131e-07 1.824943863979059462e-07 4.419790190727488103e-04 1.001885871678530084e-05 2.492986688973179032e-05 9.096762425807443061e-05 5.752095034008339314e-05 1.584141355737523095e-05 1.326606789264876786e-05 1.584222920841892131e-07 1.824943863979059462e-07 4.419790190727488103e-04 1.001885871678530084e-05 2.492986688973179032e-05
8.400000000000000000e+03 9.456830593175710698e-05 4.471911577890864655e-05 1.181201403380848969e-05 1.041871262164885246e-05 1.351213095290931404e-07 9.368028272902389980e-08 4.298040747101842672e-04 8.369603747858667391e-06 2.608924187548394336e-05 9.456830593175710698e-05 4.471911577890864655e-05 1.181201403380848969e-05 1.041871262164885246e-05 1.351213095290931404e-07 9.368028272902389980e-08 4.298040747101842672e-04 8.369603747858667391e-06 2.608924187548394336e-05
9.100000000000000000e+03 8.908712859891533954e-05 3.675912102832191801e-05 9.374039387873656247e-06 1.181181258508262843e-05 9.129951237519045497e-09 3.990741676963144863e-08 4.210544659366954466e-04 6.452941356546607480e-06 2.424176223476471378e-05 8.908712859891533954e-05 3.675912102832191801e-05 9.374039387873656247e-06 1.181181258508262843e-05 9.129951237519045497e-09 3.990741676963144863e-08 4.210544659366954466e-04 6.452941356546607480e-06 2.424176223476471378e-05
9.800000000000000000e+03 8.994994222971596453e-05 3.382353095122844983e-05 7.441435201398410123e-06 1.011980035489840326e-05 3.527121032101280079e-07 9.203476742609388083e-09 4.174695758061996607e-04 7.505522772900966487e-06 2.544044039583736542e-05 8.994994222971596453e-05 3.382353095122844983e-05 7.441435201398410123e-06 1.011980035489840326e-05 3.527121032101280079e-07 9.203476742609388083e-09 4.174695758061996607e-04 7.505522772900966487e-06 2.544044039583736542e-05
1.050000000000000000e+04 8.731968178847884527e-05 3.479276411816052510e-05 6.184761740453123002e-06 1.514860223888660799e-05 5.087087936472101685e-07 5.914295651977113034e-09 4.123877700404363165e-04 1.022279903739994565e-05 2.181866807891091154e-05 8.731968178847884527e-05 3.479276411816052510e-05 6.184761740453123002e-06 1.514860223888660799e-05 5.087087936472101685e-07 5.914295651977113034e-09 4.123877700404363165e-04 1.022279903739994565e-05 2.181866807891091154e-05
1.120000000000000000e+04 8.394967342511073843e-05 3.100808065246488235e-05 5.154126021659287005e-06 1.491881449592532246e-05 3.759748886027729386e-07 1.215761503720348213e-09 4.080110527087418924e-04 9.263716949987597530e-06 2.184595514365859792e-05 8.394967342511073843e-05 3.100808065246488235e-05 5.154126021659287005e-06 1.491881449592532246e-05 3.759748886027729386e-07 1.215761503720348213e-09 4.080110527087418924e-04 9.263716949987597530e-06 2.184595514365859792e-05
1.190000000000000000e+04 8.875245784247030954e-05 3.132341126970372252e-05 4.485300869564055060e-06 8.045830011372939107e-06 1.382017475150120320e-06 2.019304596431896110e-09 4.094303215994051079e-04 1.010514104568553315e-05 2.674564157473691234e-05 8.875245784247030954e-05 3.132341126970372252e-05 4.485300869564055060e-06 8.045830011372939107e-06 1.382017475150120320e-06 2.019304596431896110e-09 4.094303215994051079e-04 1.010514104568553315e-05 2.674564157473691234e-05
1.260000000000000000e+04 7.977321115145517686e-05 2.404123882797357101e-05 3.883900361951307073e-06 9.594131055620144021e-06 4.259131558316437251e-07 2.005859905996702418e-09 4.025403381458414107e-04 6.276919742385255814e-06 2.478303045635367276e-05 7.977321115145517686e-05 2.404123882797357101e-05 3.883900361951307073e-06 9.594131055620144021e-06 4.259131558316437251e-07 2.005859905996702418e-09 4.025403381458414107e-04 6.276919742385255814e-06 2.478303045635367276e-05
1.330000000000000000e+04 7.983292057609605631e-05 2.373638589723427349e-05 3.450459997752198170e-06 8.943793542782927272e-06 6.455921074094868213e-07 2.351978016995530966e-09 3.997553060195827316e-04 6.752206132867314438e-06 2.520627369425739811e-05 7.983292057609605631e-05 2.373638589723427349e-05 3.450459997752198170e-06 8.943793542782927272e-06 6.455921074094868213e-07 2.351978016995530966e-09 3.997553060195827316e-04 6.752206132867314438e-06 2.520627369425739811e-05
1.400000000000000000e+04 8.477852322645891146e-05 2.721866398021295696e-05 3.137741494026785304e-06 7.587947480596834753e-06 1.570594016324930885e-06 1.374416921479190661e-09 3.989264884237402227e-04 9.495937058905159277e-06 2.684745298724041914e-05 8.477852322645891146e-05 2.721866398021295696e-05 3.137741494026785304e-06 7.587947480596834753e-06 1.570594016324930885e-06 1.374416921479190661e-09 3.989264884237402227e-04 9.495937058905159277e-06 2.684745298724041914e-05
1.470000000000000000e+04 7.550216490670664041e-05 1.956399457614455467e-05 2.653528465948363402e-06 1.040846744147581854e-05 2.095706454115247638e-07 2.010938491585823294e-09 3.902331843781806672e-04 5.474904923577535916e-06 2.399794134821207152e-05 7.550216490670664041e-05 1.956399457614455467e-05 2.653528465948363402e-06 1.040846744147581854e-05 2.095706454115247638e-07 2.010938491585823294e-09 3.902331843781806672e-04 5.474904923577535916e-06 2.399794134821207152e-05
1.540000000000000000e+04 7.843804891546641428e-05 2.489664498278748876e-05 2.305189638700882356e-06 1.556959677365916868e-05 6.397997662780654548e-07 4.699002502572008490e-09 3.860878810614462044e-04 9.976293463410823044e-06 2.117064388570017529e-05 7.843804891546641428e-05 2.489664498278748876e-05 2.305189638700882356e-06 1.556959677365916868e-05 6.397997662780654548e-07 4.699002502572008490e-09 3.860878810614462044e-04 9.976293463410823044e-06 2.117064388570017529e-05
1.610000000000000000e+04 7.966149754554202004e-05 2.648620036002436853e-05 2.047131492099283432e-06 1.619467381786777882e-05 9.591772117229062886e-07 6.804957228689395503e-09 3.830656533092983485e-04 1.152042402728931244e-05 2.089777988351655799e-05 7.966149754554202004e-05 2.648620036002436853e-05 2.047131492099283432e-06 1.619467381786777882e-05 9.591772117229062886e-07 6.804957228689395503e-09 3.830656533092983485e-04 1.152042402728931244e-05 2.089777988351655799e-05
1.680000000000000000e+04 7.954448417022710015e-05 2.564901912418355787e-05 1.815858697505293316e-06 1.622735121275782968e-05 9.833797983168860009e-07 7.271798186755904402e-09 3.793664490305990664e-04 1.140425769208873990e-05 2.086305898555068319e-05 7.954448417022710015e-05 2.564901912418355787e-05 1.815858697505293316e-06 1.622735121275782968e-05 9.833797983168860009e-07 7.271798186755904402e-09 3.793664490305990664e-04 1.140425769208873990e-05 2.086305898555068319e-05
