# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 1.898455686306292378e+01 1.014626535167013266e+01 4.422223217769998271e+00 5.508962492341049177e+00 2.122621629059440532e-02 5.855486637939359973e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.278520891753398558e-01 9.101798534583577238e-02 5.697667972021396021e-02 7.259012790630857415e-02 4.700940531039089071e-02 4.397692374406248494e-01 1.898455686306292378e+01 1.014626535167013266e+01 4.422223217769998271e+00 5.508962492341049177e+00 2.122621629059440532e-02 5.855486637939359973e-01 1.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 0.000000000000000000e+00 6.278520891753398558e-01 9.101798534583577238e-02 5.697667972021396021e-02 7.259012790630857415e-02 4.700940531039089071e-02 4.397692374406248494e-01
5.000000000000000000e+01 9.457563354367553075e+02 4.309670829972898631e-01 7.318803207726558568e-01 3.505228573774806788e-01 8.035876912415215179e-01 2.691981220687394982e-01 8.165657554823667619e-01 1.084251157683373788e-02 3.580242932939352307e-02 6.384617014398370934e-03 1.215258859253827844e-01 1.243693775822768757e-02 1.486154475372578609e-01 1.402700395605313288e-01 5.402229236890828901e+00 7.286954710783384408e-03 1.691042760222302022e+01 2.808585653802035953e-01 9.457563354367553075e+02 4.309670829972898631e-01 7.318803207726558568e-01 3.505228573774806788e-01 8.035876912415215179e-01 2.691981220687394982e-01 8.165657554823667619e-01 1.084251157683373788e-02 3.580242932939352307e-02 6.384617014398370934e-03 1.215258859253827844e-01 1.243693775822768757e-02 1.486154475372578609e-01 1.402700395605313288e-01 5.402229236890828901e+00 7.286954710783384408e-03 1.691042760222302022e+01 2.808585653802035953e-01
1.000000000000000000e+02 2.289822874060160132e+02 7.890992581881296764e-02 2.472948260439762069e-01 8.222663736860713612e-02 7.408849178935539292e-02 7.433781522631324745e-02 8.242799608649100662e-01 1.619165228400036681e-06 6.137476479670054760e-03 5.806113351700156744e-03 2.442221764151953798e-04 2.071951497014249202e-02 1.692725902501754087e-01 4.183762286941891118e-01 1.623535481513267431e+00 1.772616087976291045e-03 1.183101080808178773e+00 6.869678865968005532e-02 2.289822874060160132e+02 7.890992581881296764e-02 2.472948260439762069e-01 8.222663736860713612e-02 7.408849178935539292e-02 7.433781522631324745e-02 8.242799608649100662e-01 1.619165228400036681e-06 6.137476479670054760e-03 5.806113351700156744e-03 2.442221764151953798e-04 2.071951497014249202e-02 1.692725902501754087e-01 4.183762286941891118e-01 1.623535481513267431e+00 1.772616087976291045e-03 1.183101080808178773e+00 6.869678865968005532e-02
1.500000000000000000e+02 4.623571038165747638e+01 2.413063621399016423e-01 1.734969753362752554e-01 1.699850009093719153e-02 4.675418892353905981e-02 1.423249274852369205e-02 8.250023276676335948e-01 7.630042290804151884e-04 1.191919204917549940e-04 5.801400906231603607e-03 9.880723173512732938e-03 7.021257419855389537e-03 1.699277647353378828e-01 7.825409519946779913e-01 3.913328906999038459e-01 4.667423114804892560e-03 6.052355946162550800e-03 1.266705659932725915e-02 4.623571038165747638e+01 2.413063621399016423e-01 1.734969753362752554e-01 1.699850009093719153e-02 4.675418892353905981e-02 1.423249274852369205e-02 8.250023276676335948e-01 7.630042290804151884e-04 1.191919204917549940e-04 5.801400906231603607e-03 9.880723173512732938e-03 7.021257419855389537e-03 1.699277647353378828e-01 7.825409519946779913e-01 3.913328906999038459e-01 4.667423114804892560e-03 6.052355946162550800e-03 1.266705659932725915e-02
2.000000000000000000e+02 6.888254295245097580e+00 7.341769663356957631e-02 1.278306069047266125e-01 1.099296080314780648e-02 4.122267693964255797e-02 7.898172262761163701e-03 8.250113775519029025e-01 2.288876558530783274e-03 5.613870663508394249e-04 5.161176119881502253e-03 1.464394527539527625e-02 4.778028161937716302e-04 1.701886604068534592e-01 1.154188255483122649e+00 8.611351275900262781e-02 2.258169009978854089e-03 1.982596381711155750e-02 7.808949453921417740e-03 6.888254295245097580e+00 7.341769663356957631e-02 1.278306069047266125e-01 1.099296080314780648e-02 4.122267693964255797e-02 7.898172262761163701e-03 8.250113775519029025e-01 2.288876558530783274e-03 5.613870663508394249e-04 5.161176119881502253e-03 1.464394527539527625e-02 4.778028161937716302e-04 1.701886604068534592e-01 1.154188255483122649e+00 8.611351275900262781e-02 2.258169009978854089e-03 1.982596381711155750e-02 7.808949453921417740e-03
2.500000000000000000e+02 8.680358973814510382e-01 3.619735426419316143e-02 9.560345672612738377e-02 5.593599987411680512e-03 3.273757376998560203e-02 5.117680585627191157e-03 8.245836279732884355e-01 2.893247585512054906e-03 1.470967949756238390e-03 3.203174623301300802e-03 1.448347798958112519e-02 7.244013488544663316e-10 1.702722995282184570e-01 1.279758859800267601e+00 2.367098559593348167e-02 3.501882248024732695e-03 2.548317069781361188e-02 5.094246448670423921e-03 8.680358973814510382e-01 3.619735426419316143e-02 9.560345672612738377e-02 5.593599987411680512e-03 3.273757376998560203e-02 5.117680585627191157e-03 8.245836279732884355e-01 2.893247585512054906e-03 1.470967949756238390e-03 3.203174623301300802e-03 1.448347798958112519e-02 7.244013488544663316e-10 1.702722995282184570e-01 1.279758859800267601e+00 2.367098559593348167e-02 3.501882248024732695e-03 2.548317069781361188e-02 5.094246448670423921e-03
3.000000000000000000e+02 1.986991999182273205e-01 2.145785745462476177e-02 7.459125158121387988e-02 4.176717710075365624e-03 2.199370376427688470e-02 3.884784564237376506e-03 8.239001027268592070e-01 2.454695015631078690e-03 1.910756218965843503e-03 2.009108937060119070e-03 1.306640552775674771e-02 1.402129388109133900e-05 1.702642685493490904e-01 1.190705431714472295e+00 1.067795962481799324e-02 4.030176627738582366e-03 1.868595911809312407e-02 3.795492564821795808e-03 1.986991999182273205e-01 2.145785745462476177e-02 7.459125158121387988e-02 4.176717710075365624e-03 2.199370376427688470e-02 3.884784564237376506e-03 8.239001027268592070e-01 2.454695015631078690e-03 1.910756218965843503e-03 2.009108937060119070e-03 1.306640552775674771e-02 1.402129388109133900e-05 1.702642685493490904e-01 1.190705431714472295e+00 1.067795962481799324e-02 4.030176627738582366e-03 1.868595911809312407e-02 3.795492564821795808e-03
3.500000000000000000e+02 1.306051435150601125e-01 1.446032155261409852e-02 5.838764238540043033e-02 3.324166408705924065e-03 1.511384239751541007e-02 3.101332876846448795e-03 8.230702535314767809e-01 1.709448136470191181e-03 2.090195047438097274e-03 1.294321365774548207e-03 1.163952382477816128e-02 1.181825930917822302e-05 1.702196908083469240e-01 1.027007822407626447e+00 7.109812212624491874e-03 3.861860903336560447e-03 1.309237343702678025e-02 2.991971284468100505e-03 1.306051435150601125e-01 1.446032155261409852e-02 5.838764238540043033e-02 3.324166408705924065e-03 1.511384239751541007e-02 3.101332876846448795e-03 8.230702535314767809e-01 1.709448136470191181e-03 2.090195047438097274e-03 1.294321365774548207e-03 1.163952382477816128e-02 1.181825930917822302e-05 1.702196908083469240e-01 1.027007822407626447e+00 7.109812212624491874e-03 3.861860903336560447e-03 1.309237343702678025e-02 2.991971284468100505e-03
4.000000000000000000e+02 1.207673669491313440e-01 1.083650299796352218e-02 4.665140833960625816e-02 2.633922643934581784e-03 1.115302881796806367e-02 2.412926819702374253e-03 8.221413192937927494e-01 1.030458007642611959e-03 2.187653365204239586e-03 8.605328933039956690e-04 1.035569828364348889e-02 7.963067799759480887e-06 1.701616165858765295e-01 8.566916426489703529e-01 5.490383966333438337e-03 3.276434517543412150e-03 9.633135116031003517e-03 2.347438474548626825e-03 1.207673669491313440e-01 1.083650299796352218e-02 4.665140833960625816e-02 2.633922643934581784e-03 1.115302881796806367e-02 2.412926819702374253e-03 8.221413192937927494e-01 1.030458007642611959e-03 2.187653365204239586e-03 8.605328933039956690e-04 1.035569828364348889e-02 7.963067799759480887e-06 1.701616165858765295e-01 8.566916426489703529e-01 5.490383966333438337e-03 3.276434517543412150e-03 9.633135116031003517e-03 2.347438474548626825e-03
4.500000000000000000e+02 1.176446211453832241e-01 8.813217886096661249e-03 3.794233546794244238e-02 2.023806575829699850e-03 8.959505120770388034e-03 1.769633714587844900e-03 8.211315211018106464e-01 5.211006123835605630e-04 2.265490590582009290e-03 5.914112791218413285e-04 9.196937801874926349e-03 5.769212880412986048e-06 1.700972987010659354e-01 7.010906364496799492e-01 4.364234999739416074e-03 2.521260397718269770e-03 7.616956742219643632e-03 1.779477841148054433e-03 1.176446211453832241e-01 8.813217886096661249e-03 3.794233546794244238e-02 2.023806575829699850e-03 8.959505120770388034e-03 1.769633714587844900e-03 8.211315211018106464e-01 5.211006123835605630e-04 2.265490590582009290e-03 5.914112791218413285e-04 9.196937801874926349e-03 5.769212880412986048e-06 1.700972987010659354e-01 7.010906364496799492e-01 4.364234999739416074e-03 2.521260397718269770e-03 7.616956742219643632e-03 1.779477841148054433e-03
