0 [0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00, 0.00e+00]
750 [3.71e-01, 1.33e-03, 2.10e-01, 7.74e-04, 1.44e-01, 1.56e-05, 9.18e-04, 7.95e-04, 5.22e-04, 2.43e-03, 6.55e-04, 4.88e-03]
1500 [2.54e-01, 4.38e-05, 9.47e-04, 6.45e-03, 7.00e-04, 9.18e-06, 1.28e-03, 1.17e-06, 5.93e-04, 2.97e-03, 5.47e-04, 5.62e-03]
2250 [9.99e-02, 1.63e-03, 2.86e-04, 5.79e-03, 3.59e-04, 3.31e-04, 5.13e-04, 1.47e-04, 6.74e-04, 3.50e-03, 4.89e-04, 5.40e-03]
3000 [3.28e-02, 1.76e-03, 9.32e-04, 3.12e-03, 4.80e-04, 1.75e-04, 1.68e-04, 3.26e-04, 6.19e-04, 3.71e-03, 4.61e-04, 4.65e-03]
3750 [1.55e-02, 1.12e-02, 5.11e-04, 1.52e-03, 2.31e-04, 2.48e-04, 1.22e-05, 2.56e-04, 5.46e-04, 4.41e-03, 4.40e-04, 3.78e-03]
4500 [1.04e-02, 1.07e-02, 2.15e-03, 2.84e-04, 2.11e-03, 2.14e-04, 7.58e-04, 3.66e-04, 4.84e-04, 4.15e-03, 4.49e-04, 3.11e-03]
5250 [6.30e-03, 1.24e-02, 2.20e-04, 1.90e-03, 2.57e-04, 2.78e-05, 6.12e-05, 1.78e-04, 4.70e-04, 4.17e-03, 4.74e-04, 3.33e-03]
6000 [8.47e-03, 9.96e-03, 1.76e-03, 1.78e-04, 1.73e-03, 3.36e-04, 3.42e-04, 3.21e-04, 4.74e-04, 3.90e-03, 4.83e-04, 3.07e-03]
6750 [6.28e-03, 1.20e-02, 2.69e-04, 1.48e-03, 2.42e-04, 2.15e-04, 2.20e-05, 1.44e-05, 4.77e-04, 4.05e-03, 4.85e-04, 3.32e-03]
7500 [8.64e-03, 1.12e-02, 1.93e-03, 1.81e-04, 2.04e-03, 3.73e-04, 9.40e-04, 3.85e-04, 4.92e-04, 3.95e-03, 4.97e-04, 3.13e-03]
8250 [8.49e-03, 1.02e-02, 8.08e-04, 3.70e-05, 6.63e-04, 2.54e-04, 3.05e-04, 1.97e-04, 4.99e-04, 3.99e-03, 5.04e-04, 3.24e-03]
9000 [9.41e-03, 1.06e-02, 1.62e-03, 1.72e-05, 1.54e-03, 3.55e-04, 3.98e-04, 3.21e-04, 5.11e-04, 3.96e-03, 5.04e-04, 3.20e-03]
9750 [9.92e-03, 1.06e-02, 1.01e-03, 2.38e-04, 8.43e-04, 2.31e-04, 4.20e-05, 2.65e-04, 4.98e-04, 4.02e-03, 4.93e-04, 3.24e-03]
10500 [1.01e-02, 1.03e-02, 6.69e-04, 5.09e-05, 4.45e-04, 2.02e-04, 2.54e-04, 2.65e-04, 5.06e-04, 3.99e-03, 5.06e-04, 3.27e-03]
11250 [1.06e-02, 9.77e-03, 1.79e-03, 6.72e-05, 1.75e-03, 2.77e-04, 1.86e-04, 2.57e-04, 5.09e-04, 3.96e-03, 5.07e-04, 3.08e-03]
12000 [9.96e-03, 1.17e-02, 2.15e-04, 1.07e-03, 1.64e-04, 8.19e-05, 1.35e-04, 1.08e-05, 5.04e-04, 4.21e-03, 5.06e-04, 3.40e-03]
12750 [1.34e-02, 9.97e-03, 1.03e-04, 2.18e-04, 3.02e-04, 3.32e-04, 1.44e-04, 3.75e-04, 4.89e-04, 3.92e-03, 4.99e-04, 3.24e-03]
13500 [1.11e-02, 1.33e-02, 8.57e-05, 1.19e-03, 5.79e-05, 7.37e-05, 4.18e-05, 9.44e-05, 5.04e-04, 4.23e-03, 4.97e-04, 3.48e-03]
14250 [1.33e-02, 1.16e-02, 2.18e-03, 3.41e-05, 2.17e-03, 5.23e-04, 1.18e-03, 4.39e-04, 4.94e-04, 3.98e-03, 4.97e-04, 3.19e-03]
15000 [1.67e-02, 1.62e-02, 3.87e-05, 8.36e-06, 1.34e-05, 1.13e-04, 6.46e-05, 8.64e-05, 3.64e-03, 6.68e-03, 5.30e-03, 9.64e-03]
15750 [1.19e-02, 1.45e-02, 6.63e-05, 2.87e-05, 3.97e-04, 1.61e-04, 1.46e-04, 1.44e-04, 3.74e-03, 6.72e-03, 9.15e-03, 1.25e-02]
16500 [1.06e-02, 1.36e-02, 9.97e-04, 6.96e-05, 2.33e-03, 2.86e-04, 2.90e-04, 2.71e-04, 3.39e-03, 6.65e-03, 9.00e-03, 1.23e-02]
17250 [8.69e-03, 1.31e-02, 1.20e-04, 1.65e-03, 1.99e-04, 8.44e-05, 9.91e-05, 8.06e-05, 3.96e-03, 6.86e-03, 9.03e-03, 1.27e-02]
18000 [1.05e-02, 1.32e-02, 9.74e-04, 1.97e-03, 1.17e-03, 3.37e-04, 7.39e-04, 2.99e-04, 3.30e-03, 6.59e-03, 8.93e-03, 1.27e-02]
18750 [1.28e-02, 1.07e-02, 2.08e-03, 3.15e-04, 2.42e-03, 3.50e-04, 5.46e-04, 3.57e-04, 3.90e-03, 6.44e-03, 8.79e-03, 1.22e-02]
19500 [1.32e-02, 1.13e-02, 2.49e-03, 3.50e-04, 2.78e-03, 3.45e-04, 1.40e-03, 4.00e-04, 3.83e-03, 6.54e-03, 8.57e-03, 1.20e-02]
20250 [1.34e-02, 1.19e-02, 2.43e-03, 8.15e-05, 2.74e-03, 4.39e-04, 1.69e-03, 4.18e-04, 3.73e-03, 6.55e-03, 8.53e-03, 1.19e-02]
21000 [1.21e-02, 8.85e-03, 1.97e-03, 6.04e-05, 2.18e-03, 4.30e-04, 3.97e-07, 3.62e-04, 4.26e-03, 6.74e-03, 9.29e-03, 1.25e-02]
21750 [1.32e-02, 1.24e-02, 1.52e-05, 1.54e-04, 1.46e-03, 2.60e-04, 9.49e-05, 2.67e-04, 3.86e-03, 6.67e-03, 8.76e-03, 1.23e-02]
22500 [1.36e-02, 1.07e-02, 2.31e-03, 2.75e-04, 2.73e-03, 3.26e-04, 9.48e-04, 3.46e-04, 3.94e-03, 6.49e-03, 9.69e-03, 1.27e-02]
23250 [1.39e-02, 1.12e-02, 1.54e-03, 8.47e-05, 2.03e-03, 3.11e-04, 1.91e-05, 3.18e-04, 3.43e-03, 6.48e-03, 9.65e-03, 1.29e-02]
24000 [1.26e-02, 1.05e-02, 2.50e-04, 1.68e-04, 9.10e-04, 9.75e-05, 2.48e-04, 1.21e-04, 4.11e-03, 6.74e-03, 9.01e-03, 1.24e-02]
24750 [1.37e-02, 1.24e-02, 2.28e-03, 2.29e-04, 3.05e-03, 4.45e-04, 1.68e-03, 4.24e-04, 3.76e-03, 6.57e-03, 8.63e-03, 1.22e-02]
25500 [1.36e-02, 1.29e-02, 1.66e-03, 3.60e-04, 2.55e-03, 3.22e-04, 9.13e-04, 3.23e-04, 3.63e-03, 6.63e-03, 9.06e-03, 1.23e-02]
26250 [1.48e-02, 1.30e-02, 3.83e-04, 1.94e-04, 2.72e-03, 3.97e-04, 5.74e-05, 4.04e-04, 3.75e-03, 6.65e-03, 8.99e-03, 1.24e-02]
27000 [1.26e-02, 1.21e-02, 2.57e-04, 9.39e-04, 5.12e-04, 9.46e-06, 2.71e-04, 2.21e-05, 3.61e-03, 6.68e-03, 8.22e-03, 1.21e-02]
27750 [1.21e-02, 1.26e-02, 1.08e-03, 1.79e-03, 1.28e-03, 4.60e-04, 7.84e-04, 3.71e-04, 3.23e-03, 6.50e-03, 8.87e-03, 1.25e-02]
28500 [1.27e-02, 1.18e-02, 1.47e-04, 1.25e-03, 1.07e-05, 4.94e-05, 1.21e-04, 2.87e-05, 3.45e-03, 6.63e-03, 8.09e-03, 1.22e-02]
29250 [1.28e-02, 1.34e-02, 1.05e-04, 2.33e-03, 1.43e-04, 9.12e-05, 6.49e-05, 1.20e-04, 3.07e-03, 6.59e-03, 7.73e-03, 1.21e-02]
30000 [1.39e-02, 1.33e-02, 5.28e-04, 2.59e-04, 3.13e-03, 3.87e-04, 1.02e-04, 3.97e-04, 3.28e-03, 6.57e-03, 9.03e-03, 1.25e-02]
30750 [1.35e-02, 1.22e-02, 1.28e-04, 3.60e-04, 1.57e-03, 8.50e-05, 1.47e-04, 9.39e-05, 3.35e-03, 6.58e-03, 8.37e-03, 1.22e-02]
31500 [1.52e-02, 1.37e-02, 7.78e-04, 1.70e-04, 2.65e-03, 3.10e-04, 1.55e-04, 3.15e-04, 3.07e-03, 6.56e-03, 8.90e-03, 1.24e-02]
32250 [1.41e-02, 1.48e-02, 6.82e-04, 4.41e-04, 2.60e-03, 1.79e-04, 6.43e-05, 1.87e-04, 2.78e-03, 6.65e-03, 8.54e-03, 1.23e-02]
33000 [1.47e-02, 1.13e-02, 1.41e-03, 5.13e-05, 2.38e-03, 1.24e-04, 2.31e-04, 1.85e-04, 3.11e-03, 6.53e-03, 9.52e-03, 1.27e-02]
33750 [1.53e-02, 1.53e-02, 1.50e-03, 6.76e-05, 3.07e-03, 1.87e-04, 2.63e-04, 2.12e-04, 2.81e-03, 6.59e-03, 8.62e-03, 1.23e-02]
34500 [1.49e-02, 1.41e-02, 2.85e-04, 4.27e-05, 2.63e-03, 2.92e-04, 8.43e-05, 2.69e-04, 2.97e-03, 6.61e-03, 9.08e-03, 1.25e-02]
35250 [1.41e-02, 1.25e-02, 1.27e-03, 1.11e-03, 2.08e-03, 3.91e-04, 3.47e-04, 4.53e-04, 2.39e-03, 6.51e-03, 8.92e-03, 1.26e-02]
36000 [1.53e-02, 1.17e-02, 1.49e-04, 5.61e-05, 3.13e-03, 1.69e-04, 2.10e-04, 1.94e-04, 3.13e-03, 6.50e-03, 8.39e-03, 1.22e-02]
36750 [1.48e-02, 1.17e-02, 2.95e-04, 6.64e-04, 1.33e-03, 3.70e-05, 1.61e-04, 6.24e-05, 2.91e-03, 6.53e-03, 8.48e-03, 1.24e-02]
37500 [1.86e-02, 1.31e-02, 1.24e-03, 6.55e-04, 1.34e-03, 4.42e-04, 6.77e-04, 4.20e-04, 2.42e-03, 6.39e-03, 8.36e-03, 1.22e-02]
38250 [1.39e-02, 1.33e-02, 1.65e-03, 2.35e-04, 5.25e-03, 3.46e-04, 1.48e-03, 3.62e-04, 2.53e-03, 6.47e-03, 8.02e-03, 1.19e-02]
39000 [1.34e-02, 1.41e-02, 1.26e-03, 4.66e-05, 4.86e-03, 2.71e-04, 5.16e-04, 2.72e-04, 2.03e-03, 6.48e-03, 8.33e-03, 1.21e-02]
39750 [1.18e-02, 1.21e-02, 8.48e-05, 1.34e-05, 6.57e-03, 2.20e-04, 8.61e-05, 2.11e-04, 2.62e-03, 6.50e-03, 8.85e-03, 1.25e-02]
40500 [1.85e-02, 1.57e-02, 7.80e-04, 1.67e-05, 3.74e-03, 1.34e-04, 7.01e-04, 1.40e-04, 2.44e-03, 6.59e-03, 8.03e-03, 1.20e-02]
41250 [1.34e-02, 1.15e-02, 6.44e-04, 7.50e-05, 5.99e-03, 1.41e-04, 3.94e-04, 1.51e-04, 2.81e-03, 6.56e-03, 8.94e-03, 1.25e-02]
42000 [1.65e-02, 1.57e-02, 2.16e-05, 7.13e-05, 4.99e-03, 2.01e-04, 3.44e-06, 2.02e-04, 2.20e-03, 6.53e-03, 8.99e-03, 1.25e-02]
42750 [7.14e-03, 1.25e-02, 7.87e-04, 2.67e-04, 1.09e-02, 3.64e-04, 3.12e-05, 3.95e-04, 2.06e-03, 6.35e-03, 9.02e-03, 1.24e-02]
43500 [1.16e-02, 1.51e-02, 6.36e-04, 9.95e-05, 8.97e-03, 2.54e-04, 6.64e-04, 2.65e-04, 1.83e-03, 6.44e-03, 8.21e-03, 1.21e-02]
44250 [7.88e-03, 9.27e-03, 2.58e-03, 1.08e-04, 1.27e-02, 1.10e-04, 5.39e-04, 2.38e-04, 3.10e-03, 6.52e-03, 7.49e-03, 1.17e-02]
45000 [5.88e-03, 1.43e-02, 7.28e-04, 2.14e-04, 1.41e-02, 3.44e-04, 4.78e-04, 3.46e-04, 1.65e-03, 6.37e-03, 8.30e-03, 1.21e-02]
45750 [1.50e-04, 1.39e-02, 8.45e-05, 1.90e-03, 1.47e-02, 1.14e-04, 1.30e-04, 1.54e-04, 1.60e-03, 6.44e-03, 8.29e-03, 1.23e-02]
46500 [2.36e-03, 1.43e-02, 1.85e-03, 8.58e-05, 1.77e-02, 4.10e-04, 9.98e-04, 4.28e-04, 1.42e-03, 6.33e-03, 8.42e-03, 1.24e-02]
47250 [8.94e-04, 1.10e-02, 3.26e-04, 3.80e-04, 1.67e-02, 3.93e-04, 2.76e-04, 3.49e-04, 1.88e-03, 6.34e-03, 9.11e-03, 1.26e-02]
48000 [1.21e-03, 1.21e-02, 9.33e-04, 2.74e-04, 1.84e-02, 4.87e-04, 5.64e-04, 4.58e-04, 1.84e-03, 6.35e-03, 8.11e-03, 1.20e-02]
48750 [8.90e-05, 1.05e-02, 1.27e-04, 3.69e-04, 1.63e-02, 8.18e-05, 1.51e-04, 9.07e-05, 1.90e-03, 6.41e-03, 8.37e-03, 1.23e-02]
49500 [1.72e-03, 1.39e-02, 1.57e-03, 1.00e-03, 1.70e-02, 8.85e-05, 8.53e-04, 1.15e-04, 1.81e-03, 6.42e-03, 7.32e-03, 1.17e-02]
50250 [6.92e-04, 1.46e-02, 7.56e-04, 7.59e-04, 1.75e-02, 2.07e-04, 8.24e-04, 2.63e-04, 1.28e-03, 6.36e-03, 7.86e-03, 1.19e-02]
51000 [5.44e-04, 1.30e-02, 2.30e-04, 1.05e-03, 1.71e-02, 3.34e-05, 2.42e-05, 1.68e-05, 1.76e-03, 6.42e-03, 7.45e-03, 1.19e-02]
