# step, loss_train, loss_test, metrics_test
0.000000000000000000e+00 9.145737202425885653e-04 9.361202127717482748e-04 1.765802457488352406e-02 1.200811532966897374e-03 4.014429469938334688e-03 1.932100000000000219e-12 1.376410000000000110e-11 1.166399999999999974e-10 1.361610000000000223e-09 3.150625000000000460e-08 2.488855065173780634e-01 1.252592575361459293e+00 4.338144309568799706e+00 8.199789714390258055e+00 2.505050832100609171e+01 9.145737202425885653e-04 9.361202127717482748e-04 1.765802457488352406e-02 1.200811532966897374e-03 4.014429469938334688e-03 1.932100000000000219e-12 1.376410000000000110e-11 1.166399999999999974e-10 1.361610000000000223e-09 3.150625000000000460e-08 2.488855065173780634e-01 1.252592575361459293e+00 4.338144309568799706e+00 8.199789714390258055e+00 2.505050832100609171e+01
3.000000000000000000e+03 2.517212150809530671e-03 3.179565188282119925e-02 7.034163770617368749e-02 2.552063498638454941e-01 8.689298005037335848e-01 1.411949005122794980e-06 2.474404712335712369e-04 6.115566130427740671e-04 2.157565977622053800e-03 7.097342880807677723e-02 3.548033500350919467e-02 1.387304490977070426e-02 4.571082252984604716e-02 1.325090736592551832e-01 4.688617847923177706e-01 2.517212150809530671e-03 3.179565188282119925e-02 7.034163770617368749e-02 2.552063498638454941e-01 8.689298005037335848e-01 1.411949005122794980e-06 2.474404712335712369e-04 6.115566130427740671e-04 2.157565977622053800e-03 7.097342880807677723e-02 3.548033500350919467e-02 1.387304490977070426e-02 4.571082252984604716e-02 1.325090736592551832e-01 4.688617847923177706e-01
6.000000000000000000e+03 1.957511909961239926e-03 2.321846344543260568e-02 7.736866836222065780e-02 2.393606189512404170e-01 9.202742021096702585e-01 7.094767778728323008e-06 2.494066822831122137e-05 4.956414021933083953e-04 5.336928019754300957e-03 6.325921961239851232e-02 8.975113152917060799e-03 1.619649893099183932e-02 3.420332388366805615e-02 1.356466772505687812e-01 4.186026492796008913e-01 1.957511909961239926e-03 2.321846344543260568e-02 7.736866836222065780e-02 2.393606189512404170e-01 9.202742021096702585e-01 7.094767778728323008e-06 2.494066822831122137e-05 4.956414021933083953e-04 5.336928019754300957e-03 6.325921961239851232e-02 8.975113152917060799e-03 1.619649893099183932e-02 3.420332388366805615e-02 1.356466772505687812e-01 4.186026492796008913e-01
9.000000000000000000e+03 1.741021287123922442e-03 2.126168774737181855e-02 8.020773976329130528e-02 2.510272505310040536e-01 9.379139555597933997e-01 3.568045250850419874e-09 1.172296718835280724e-06 3.919077947437776105e-04 6.140844164789121921e-03 6.287213025290917801e-02 1.901277006975468642e-03 1.320065491840871803e-02 3.146998882280413468e-02 1.030529695071987079e-01 3.980037728052617241e-01 1.741021287123922442e-03 2.126168774737181855e-02 8.020773976329130528e-02 2.510272505310040536e-01 9.379139555597933997e-01 3.568045250850419874e-09 1.172296718835280724e-06 3.919077947437776105e-04 6.140844164789121921e-03 6.287213025290917801e-02 1.901277006975468642e-03 1.320065491840871803e-02 3.146998882280413468e-02 1.030529695071987079e-01 3.980037728052617241e-01
1.200000000000000000e+04 1.162319799206836327e-03 2.331213925252886843e-02 8.039987446237326085e-02 2.576544503183939017e-01 9.395378736268433784e-01 4.054158643957970211e-07 1.313386640083351243e-06 3.509298024477528724e-04 6.089505221868869896e-03 6.248553290038093982e-02 4.003502812932688434e-04 9.689926464891997909e-03 3.192210117880065617e-02 9.495708702537421220e-02 3.949561473638933395e-01 1.162319799206836327e-03 2.331213925252886843e-02 8.039987446237326085e-02 2.576544503183939017e-01 9.395378736268433784e-01 4.054158643957970211e-07 1.313386640083351243e-06 3.509298024477528724e-04 6.089505221868869896e-03 6.248553290038093982e-02 4.003502812932688434e-04 9.689926464891997909e-03 3.192210117880065617e-02 9.495708702537421220e-02 3.949561473638933395e-01
1.500000000000000000e+04 9.135150228700362118e-04 2.425636991984931115e-02 8.104105852468196369e-02 2.574669350490883524e-01 9.379380308563430857e-01 5.481572980301515525e-08 5.478039893423905770e-06 4.174994526491681971e-04 6.491115332953394448e-03 6.443878489299874335e-02 3.991071323140799390e-04 8.301708328737951448e-03 3.011259197890049297e-02 9.454700900071025260e-02 3.944947078993160106e-01 9.135150228700362118e-04 2.425636991984931115e-02 8.104105852468196369e-02 2.574669350490883524e-01 9.379380308563430857e-01 5.481572980301515525e-08 5.478039893423905770e-06 4.174994526491681971e-04 6.491115332953394448e-03 6.443878489299874335e-02 3.991071323140799390e-04 8.301708328737951448e-03 3.011259197890049297e-02 9.454700900071025260e-02 3.944947078993160106e-01
1.800000000000000000e+04 7.717769458244953893e-04 2.483333824471304491e-02 8.152355579239568828e-02 2.590044245977952131e-01 9.420813664155734957e-01 2.685157828886979074e-06 4.353055534421626965e-09 2.809138338467635407e-04 5.595304582204959319e-03 6.036587895481591165e-02 4.611339797914485675e-04 7.783024339462505346e-03 2.904066522714847734e-02 9.371759809398318153e-02 3.944927396574013923e-01 7.717769458244953893e-04 2.483333824471304491e-02 8.152355579239568828e-02 2.590044245977952131e-01 9.420813664155734957e-01 2.685157828886979074e-06 4.353055534421626965e-09 2.809138338467635407e-04 5.595304582204959319e-03 6.036587895481591165e-02 4.611339797914485675e-04 7.783024339462505346e-03 2.904066522714847734e-02 9.371759809398318153e-02 3.944927396574013923e-01
2.100000000000000000e+04 7.311989469523764995e-04 2.497561262011589039e-02 8.126257019020897976e-02 2.583208873133772121e-01 9.395010074541670919e-01 3.811969173225534141e-07 2.134202752173693916e-06 3.888718475848164575e-04 6.199748754820863517e-03 6.328118481384278904e-02 4.848266356699905454e-04 7.683924404668036889e-03 2.900052660489172915e-02 9.373224923060821667e-02 3.941561434258670782e-01 7.311989469523764995e-04 2.497561262011589039e-02 8.126257019020897976e-02 2.583208873133772121e-01 9.395010074541670919e-01 3.811969173225534141e-07 2.134202752173693916e-06 3.888718475848164575e-04 6.199748754820863517e-03 6.328118481384278904e-02 4.848266356699905454e-04 7.683924404668036889e-03 2.900052660489172915e-02 9.373224923060821667e-02 3.941561434258670782e-01
2.400000000000000000e+04 7.141936358590303706e-04 2.505399210010451558e-02 8.148324768767586934e-02 2.592499585360263370e-01 9.418126463173700502e-01 3.040018733278267889e-06 4.440760726790540073e-10 2.804668614220634493e-04 5.520980860183024620e-03 6.007653355399018846e-02 4.842932743482048050e-04 7.624915833084816748e-03 2.887197620043416291e-02 9.349299593792627372e-02 3.950754364660021278e-01 7.141936358590303706e-04 2.505399210010451558e-02 8.148324768767586934e-02 2.592499585360263370e-01 9.418126463173700502e-01 3.040018733278267889e-06 4.440760726790540073e-10 2.804668614220634493e-04 5.520980860183024620e-03 6.007653355399018846e-02 4.842932743482048050e-04 7.624915833084816748e-03 2.887197620043416291e-02 9.349299593792627372e-02 3.950754364660021278e-01
2.700000000000000000e+04 7.151302564090397445e-04 2.492780945328420400e-02 8.089553217328233903e-02 2.587374788744001286e-01 9.435088044019767084e-01 1.817206885769194306e-07 3.394782483125452961e-06 4.155564118892986322e-04 6.362265221283571956e-03 6.418546093165977684e-02 4.739545017708410323e-04 7.708957481267820523e-03 2.930003094017734344e-02 9.318382762342806991e-02 3.893452398884171828e-01 7.151302564090397445e-04 2.492780945328420400e-02 8.089553217328233903e-02 2.587374788744001286e-01 9.435088044019767084e-01 1.817206885769194306e-07 3.394782483125452961e-06 4.155564118892986322e-04 6.362265221283571956e-03 6.418546093165977684e-02 4.739545017708410323e-04 7.708957481267820523e-03 2.930003094017734344e-02 9.318382762342806991e-02 3.893452398884171828e-01
